Conversation_ID,Turn_1,Turn_2,Turn_3,Turn_4,Turn_5,Turn_6,Turn_7,Turn_8,Turn_9,Turn_10,Turn_11,Turn_12,Turn_13,Turn_14,Turn_15,Turn_16,Turn_17,Turn_18,Turn_19,Turn_20,Turn_21,Turn_22,Turn_23,Turn_24,Turn_25,Turn_26,Turn_27,Turn_28,Turn_29,Turn_30
conv_007,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
conv_008,8.0,8.0,8.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,9.0,8.0,10.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0,10.0,8.0,8.0,10.0
conv_009,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
conv_010,8.0,8.0,9.0,9.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,6.0,7.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,10.0,7.0,9.0,8.0,8.0,8.0
conv_011,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,10.0,8.0,9.0,8.0,9.0,7.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
conv_012,8.0,10.0,8.0,10.0,8.0,8.0,8.0,8.0,8.0,10.0,8.0,8.0,8.0,8.0,9.0,10.0,8.0,9.0,10.0,8.0,8.0,8.0,8.0,8.0,8.0,10.0,10.0,10.0,8.0,8.0
conv_013,8.0,9.0,10.0,8.0,10.0,8.0,7.0,8.0,8.0,8.0,10.0,8.0,10.0,8.0,8.0,10.0,7.0,8.0,10.0,8.0,8.0,9.0,8.0,10.0,10.0,8.0,8.0,10.0,9.0,9.0
conv_014,8.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,9.0,10.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
conv_015,9.0,8.0,8.0,10.0,8.0,10.0,8.0,7.0,10.0,8.0,8.0,8.0,9.0,10.0,8.0,8.0,8.0,10.0,8.0,10.0,10.0,8.0,10.0,8.0,10.0,8.0,8.0,10.0,7.0,8.0
conv_016,8.0,8.0,9.0,8.0,8.0,8.0,10.0,8.0,8.0,8.0,8.0,8.0,10.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,9.0,8.0,9.0
conv_017,9.0,10.0,9.0,8.0,9.0,8.0,8.0,8.0,10.0,10.0,8.0,8.0,8.0,8.0,10.0,8.0,8.0,10.0,8.0,8.0,7.0,9.0,8.0,9.0,9.0,8.0,9.0,10.0,8.0,8.0
conv_018,8.0,8.0,8.0,8.0,10.0,7.0,10.0,8.0,10.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,10.0,8.0,8.0,8.0,9.0,10.0,8.0,8.0,10.0,7.0,8.0,9.0,10.0
conv_019,8.0,8.0,8.0,8.0,10.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0,9.0,8.0,8.0,9.0,9.0,8.0,10.0,8.0
conv_020,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,10.0,7.0,8.0,7.0,8.0,8.0,8.0,8.0,9.0
conv_021,9.0,10.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,10.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,10.0,10.0
conv_022,8.0,8.0,8.0,8.0,8.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0,9.0,7.0,10.0,10.0,8.0
conv_023,8.0,9.0,8.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,10.0,8.0,10.0,8.0,10.0,9.0,8.0,8.0,9.0,9.0,9.0,8.0,10.0,10.0,10.0,8.0,10.0,8.0
conv_024,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,7.0,8.0,7.0,8.0,8.0
conv_025,8.0,8.0,8.0,9.0,8.0,8.0,10.0,8.0,8.0,10.0,10.0,10.0,9.0,8.0,8.0,9.0,10.0,8.0,8.0,8.0,8.0,10.0,9.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0
conv_026,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
conv_027,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,10.0,8.0,7.0,8.0,9.0,8.0
conv_028,9.0,8.0,8.0,9.0,9.0,8.0,8.0,8.0,8.0,10.0,9.0,10.0,8.0,8.0,8.0,8.0,9.0,8.0,9.0,9.0,10.0,9.0,8.0,8.0,8.0,8.0,10.0,8.0,9.0,8.0
conv_029,8.0,10.0,8.0,8.0,8.0,9.0,8.0,10.0,9.0,10.0,8.0,8.0,10.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,10.0,10.0,8.0,10.0,10.0,10.0,10.0,10.0,8.0,10.0
conv_030,8.0,9.0,9.0,8.0,8.0,9.0,8.0,8.0,8.0,9.0,10.0,8.0,9.0,8.0,8.0,8.0,10.0,10.0,10.0,10.0,9.0,8.0,8.0,7.0,9.0,8.0,8.0,8.0,8.0,8.0
conv_031,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,10.0
conv_032,9.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0,9.0,9.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
conv_033,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,10.0,8.0,8.0,8.0,8.0,10.0,8.0,8.0,9.0,10.0,8.0,9.0,9.0,9.0,8.0,8.0,8.0,10.0,8.0,8.0,9.0,8.0
conv_034,8.0,10.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
conv_035,8.0,8.0,9.0,10.0,8.0,8.0,10.0,8.0,8.0,9.0,8.0,8.0,8.0,9.0,8.0,9.0,9.0,8.0,8.0,8.0,8.0,10.0,10.0,8.0,8.0,8.0,8.0,8.0,8.0,10.0
conv_036,8.0,9.0,8.0,8.0,8.0,10.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
conv_037,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
conv_038,8.0,10.0,10.0,9.0,8.0,8.0,8.0,9.0,8.0,8.0,9.0,8.0,8.0,9.0,9.0,9.0,8.0,8.0,8.0,9.0,9.0,8.0,8.0,9.0,8.0,10.0,8.0,8.0,8.0,8.0
conv_039,9.0,8.0,9.0,8.0,8.0,9.0,8.0,10.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0,9.0,8.0,8.0,8.0,9.0,8.0,8.0,9.0,8.0,8.0,8.0,9.0,8.0,9.0
conv_040,8.0,8.0,10.0,8.0,10.0,8.0,8.0,10.0,8.0,8.0,8.0,10.0,10.0,10.0,8.0,10.0,8.0,8.0,8.0,8.0,8.0,10.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0
conv_041,7.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,10.0,9.0,7.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
conv_042,8.0,8.0,8.0,8.0,10.0,8.0,8.0,8.0,9.0,8.0,10.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,9.0,8.0,10.0,10.0,8.0,10.0,10.0,8.0,10.0,8.0
conv_043,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,7.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
conv_044,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0
conv_045,10.0,8.0,8.0,10.0,8.0,10.0,8.0,10.0,8.0,10.0,8.0,10.0,8.0,8.0,8.0,9.0,8.0,10.0,8.0,10.0,8.0,8.0,10.0,8.0,10.0,8.0,10.0,9.0,8.0,10.0
conv_046,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0,9.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0,10.0,7.0
conv_047,9.0,9.0,8.0,8.0,8.0,8.0,10.0,8.0,8.0,10.0,8.0,8.0,8.0,10.0,8.0,8.0,10.0,9.0,8.0,8.0,9.0,8.0,8.0,10.0,8.0,8.0,10.0,10.0,8.0,10.0
conv_048,8.0,10.0,8.0,10.0,8.0,8.0,10.0,10.0,8.0,10.0,9.0,8.0,10.0,10.0,8.0,8.0,8.0,9.0,8.0,8.0,10.0,8.0,8.0,8.0,10.0,8.0,8.0,10.0,8.0,8.0
conv_049,8.0,10.0,8.0,8.0,8.0,10.0,8.0,10.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,10.0,9.0,10.0,8.0,10.0,8.0,10.0,8.0,8.0,10.0,8.0,8.0
conv_050,9.0,8.0,8.0,9.0,10.0,8.0,10.0,9.0,10.0,8.0,10.0,8.0,8.0,9.0,8.0,8.0,8.0,10.0,8.0,8.0,8.0,8.0,8.0,10.0,9.0,8.0,8.0,8.0,10.0,8.0
conv_051,9.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
conv_052,8.0,8.0,8.0,10.0,8.0,8.0,8.0,8.0,8.0,8.0,10.0,8.0,8.0,10.0,10.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,10.0,8.0,8.0,8.0,8.0,8.0
conv_053,9.0,8.0,9.0,8.0,9.0,9.0,7.0,8.0,9.0,8.0,8.0,9.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,10.0,8.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0
conv_054,8.0,8.0,10.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,10.0,8.0,8.0,9.0,9.0,9.0,9.0,8.0,8.0,8.0,9.0,9.0,8.0,8.0,8.0,8.0
conv_055,8.0,8.0,9.0,9.0,10.0,9.0,8.0,8.0,9.0,8.0,9.0,8.0,8.0,8.0,8.0,9.0,8.0,9.0,8.0,9.0,9.0,8.0,10.0,10.0,8.0,9.0,8.0,9.0,9.0,8.0
conv_056,7.0,8.0,8.0,8.0,8.0,9.0,8.0,10.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
conv_057,8.0,9.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,10.0,8.0,10.0,8.0,9.0,7.0,9.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0
conv_058,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,10.0,8.0,8.0,8.0,10.0,8.0,10.0,8.0,9.0,8.0,8.0,9.0,8.0,8.0,9.0,8.0,8.0,8.0,9.0,8.0
conv_059,8.0,8.0,7.0,8.0,8.0,9.0,10.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0,9.0,8.0,8.0,8.0,8.0,10.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0
conv_060,9.0,8.0,9.0,10.0,8.0,8.0,9.0,8.0,8.0,8.0,9.0,9.0,10.0,10.0,8.0,9.0,8.0,10.0,8.0,9.0,8.0,8.0,8.0,9.0,8.0,9.0,9.0,9.0,9.0,8.0
conv_061,8.0,8.0,8.0,8.0,9.0,8.0,10.0,8.0,10.0,8.0,8.0,8.0,8.0,8.0,10.0,8.0,8.0,8.0,8.0,8.0,8.0,10.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0
conv_062,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,10.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
conv_063,10.0,8.0,8.0,8.0,10.0,9.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,7.0
conv_064,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,10.0,10.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,9.0,8.0,8.0,9.0,10.0
conv_065,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
conv_066,8.0,8.0,10.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0,9.0,8.0,9.0,8.0,10.0,8.0,9.0,9.0,8.0,8.0,8.0,9.0
conv_067,8.0,8.0,8.0,8.0,8.0,7.0,9.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0
conv_068,8.0,8.0,8.0,9.0,8.0,8.0,7.0,8.0,8.0,8.0,7.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,10.0,8.0,8.0,8.0,7.0,8.0,8.0
conv_069,8.0,8.0,8.0,8.0,7.0,7.0,8.0,7.0,6.0,8.0,8.0,8.0,8.0,10.0,8.0,8.0,8.0,9.0,8.0,6.0,8.0,8.0,10.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0
conv_070,10.0,8.0,8.0,8.0,10.0,10.0,7.0,8.0,8.0,10.0,8.0,9.0,8.0,8.0,10.0,8.0,8.0,8.0,8.0,8.0,10.0,10.0,8.0,10.0,8.0,10.0,8.0,8.0,10.0,8.0
conv_071,8.0,8.0,7.0,6.0,7.0,7.0,8.0,8.0,8.0,9.0,8.0,7.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,7.0
conv_072,9.0,9.0,9.0,8.0,8.0,7.0,8.0,8.0,9.0,8.0,10.0,8.0,10.0,9.0,8.0,10.0,8.0,8.0,8.0,10.0,8.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
conv_073,8.0,8.0,8.0,8.0,9.0,10.0,8.0,9.0,10.0,8.0,9.0,9.0,9.0,8.0,8.0,10.0,8.0,8.0,8.0,8.0,9.0,7.0,10.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
conv_074,8.0,10.0,10.0,8.0,8.0,7.0,8.0,8.0,9.0,8.0,9.0,8.0,8.0,8.0,8.0,10.0,8.0,9.0,8.0,8.0,8.0,9.0,9.0,8.0,8.0,10.0,9.0,8.0,8.0,8.0
conv_075,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,8.0,7.0,8.0,8.0,8.0
conv_076,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0
conv_077,9.0,8.0,8.0,8.0,8.0,8.0,8.0,10.0,9.0,8.0,8.0,10.0,8.0,8.0,8.0,9.0,9.0,10.0,8.0,9.0,8.0,9.0,8.0,10.0,8.0,10.0,9.0,8.0,8.0,8.0
conv_078,8.0,10.0,8.0,8.0,10.0,9.0,8.0,9.0,10.0,10.0,9.0,10.0,8.0,10.0,10.0,10.0,8.0,8.0,8.0,8.0,8.0,8.0,10.0,9.0,8.0,8.0,10.0,8.0,8.0,8.0
conv_079,8.0,8.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0,10.0,9.0,9.0,8.0,9.0,9.0,8.0,8.0,9.0,9.0,8.0,8.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,8.0,8.0
conv_080,8.0,9.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,10.0,8.0,10.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,9.0
conv_081,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
conv_082,10.0,8.0,10.0,10.0,8.0,8.0,8.0,8.0,8.0,8.0,10.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,10.0,10.0,8.0,8.0,8.0,8.0,10.0,8.0,8.0,8.0,8.0,8.0
conv_083,8.0,8.0,8.0,9.0,8.0,8.0,10.0,8.0,8.0,8.0,9.0,8.0,10.0,8.0,9.0,8.0,8.0,8.0,8.0,10.0,8.0,9.0,10.0,9.0,8.0,8.0,10.0,8.0,8.0,8.0
conv_084,7.0,7.0,7.0,7.0,8.0,7.0,8.0,8.0,7.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,6.0,8.0,7.0,8.0
conv_085,8.0,9.0,10.0,9.0,8.0,8.0,9.0,8.0,8.0,9.0,9.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,10.0,8.0,8.0,9.0,10.0,10.0,10.0,9.0
conv_086,9.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,10.0,10.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,9.0,8.0,9.0,8.0
conv_087,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0
conv_088,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,10.0,8.0,8.0,8.0,10.0,8.0,7.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0
conv_089,7.0,8.0,8.0,8.0,8.0,8.0,8.0,10.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0
conv_090,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0,7.0
conv_091,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,10.0,8.0,8.0,8.0,8.0,8.0,10.0,10.0,8.0,8.0,8.0,8.0
conv_092,8.0,7.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0
conv_093,8.0,8.0,10.0,8.0,10.0,8.0,10.0,8.0,10.0,8.0,10.0,8.0,9.0,8.0,10.0,8.0,9.0,10.0,10.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0,10.0,10.0
conv_094,10.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,10.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
conv_095,8.0,8.0,8.0,8.0,8.0,8.0,8.0,10.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,10.0,10.0,8.0,10.0,8.0,8.0,8.0,8.0,9.0,8.0
conv_096,7.0,7.0,8.0,8.0,8.0,7.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
conv_097,8.0,8.0,9.0,8.0,9.0,9.0,8.0,8.0,8.0,8.0,10.0,8.0,8.0,8.0,8.0,8.0,9.0,10.0,10.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0,9.0,8.0,9.0,8.0
conv_098,8.0,9.0,8.0,8.0,10.0,8.0,10.0,9.0,10.0,8.0,9.0,8.0,8.0,8.0,8.0,10.0,10.0,10.0,8.0,10.0,9.0,8.0,9.0,8.0,10.0,8.0,10.0,10.0,8.0,10.0
conv_099,9.0,9.0,8.0,8.0,8.0,9.0,8.0,9.0,8.0,7.0,9.0,9.0,8.0,10.0,8.0,9.0,9.0,8.0,9.0,8.0,8.0,8.0,9.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0
conv_100,8.0,8.0,8.0,8.0,10.0,9.0,8.0,8.0,8.0,8.0,10.0,8.0,8.0,8.0,10.0,8.0,8.0,9.0,9.0,8.0,8.0,10.0,8.0,9.0,8.0,10.0,10.0,9.0,8.0,10.0
conv_101,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,10.0,8.0,9.0,8.0,9.0,8.0,10.0,8.0,8.0,8.0,8.0,8.0,10.0,8.0,8.0,8.0,8.0
conv_102,8.0,9.0,8.0,10.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,7.0,10.0,8.0,9.0,8.0,10.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,9.0
conv_103,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0
conv_104,8.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0,10.0,8.0,9.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,10.0,9.0,8.0,8.0,8.0,8.0
