Conversation_Id,Clinical Accuracy & Safety_Rating,Clarity & Understandability_Rating,Actionability_Rating,Empathy & Supportiveness_Rating,Adaptability & Personalization_Rating,Trustworthiness & Ethical Communication_Rating
287,8.0,8.0,9.0,9.0,9.0,9.0
288,8.0,7.0,8.0,9.0,8.0,8.0
289,9.0,8.0,8.0,9.0,9.0,8.0
290,9.0,8.0,8.0,9.0,8.0,8.0
291,8.0,8.0,8.0,9.0,9.0,8.0
292,9.0,8.0,9.0,9.0,8.0,8.0
293,8.0,7.0,8.0,9.0,8.0,8.0
294,9.0,9.0,9.0,9.0,8.0,9.0
295,8.0,8.0,8.0,9.0,8.0,8.0
296,8.0,8.0,8.0,8.0,8.0,8.0
297,7.0,7.0,7.0,8.0,8.0,7.0
298,9.0,8.0,8.0,9.0,9.0,9.0
299,9.0,9.0,8.0,9.0,9.0,8.0
300,9.0,8.0,9.0,9.0,9.0,9.0
301,9.0,8.0,8.0,9.0,8.0,8.0
302,9.0,8.0,8.0,9.0,9.0,8.0
303,9.0,8.0,8.0,8.0,8.0,8.0
304,8.0,8.0,8.0,8.0,8.0,8.0
305,8.0,8.0,8.0,8.0,8.0,8.0
306,9.0,8.0,8.0,9.0,8.0,8.0
307,9.0,8.0,9.0,9.0,8.0,8.0
308,9.0,8.0,9.0,9.0,8.0,8.0
309,9.0,8.0,8.0,9.0,8.0,8.0
310,9.0,8.0,8.0,9.0,8.0,8.0
311,8.0,8.0,8.0,8.0,9.0,8.0
312,9.0,8.0,9.0,9.0,9.0,8.0
313,8.0,8.0,8.0,9.0,8.0,9.0
314,8.0,8.0,8.0,8.0,8.0,8.0
315,8.0,8.0,8.0,8.0,8.0,8.0
316,8.0,8.0,8.0,8.0,8.0,8.0
317,9.0,8.0,8.0,9.0,8.0,8.0
318,9.0,8.0,8.0,9.0,8.0,8.0
319,8.0,8.0,8.0,9.0,8.0,8.0
320,9.0,8.0,8.0,9.0,8.0,9.0
321,9.0,8.0,8.0,9.0,8.0,8.0
322,8.0,8.0,8.0,8.0,8.0,7.0
323,9.0,8.0,9.0,9.0,9.0,8.0
324,9.0,8.0,9.0,9.0,9.0,8.0
325,9.0,8.0,9.0,9.0,8.0,9.0
326,8.0,8.0,9.0,9.0,8.0,8.0
327,8.0,8.0,8.0,9.0,8.0,8.0
328,8.0,8.0,8.0,9.0,9.0,8.0
329,8.0,8.0,8.0,9.0,8.0,8.0
330,8.0,7.0,9.0,9.0,8.0,8.0
331,9.0,8.0,8.0,9.0,8.0,9.0
332,8.0,8.0,8.0,9.0,8.0,8.0
333,8.0,8.0,7.0,8.0,8.0,8.0
334,8.0,8.0,8.0,9.0,9.0,8.0
335,9.0,8.0,8.0,9.0,9.0,9.0
336,8.0,8.0,8.0,9.0,8.0,8.0
337,8.0,8.0,9.0,9.0,9.0,8.0
338,9.0,8.0,8.0,9.0,9.0,8.0
339,9.0,8.0,9.0,9.0,8.0,8.0
340,8.0,8.0,8.0,9.0,8.0,9.0
341,8.0,8.0,8.0,8.0,8.0,8.0
342,9.0,8.0,9.0,9.0,9.0,8.0
343,9.0,8.0,9.0,9.0,8.0,8.0
344,9.0,8.0,9.0,9.0,9.0,8.0
345,9.0,9.0,8.0,9.0,9.0,9.0
346,8.0,8.0,8.0,8.0,8.0,8.0
347,8.0,8.0,8.0,9.0,8.0,8.0
348,9.0,8.0,9.0,9.0,8.0,8.0
349,9.0,8.0,8.0,9.0,8.0,8.0
350,8.0,8.0,8.0,8.0,8.0,8.0
351,8.0,7.0,8.0,8.0,8.0,8.0
352,9.0,9.0,9.0,9.0,9.0,9.0
353,8.0,8.0,8.0,8.0,8.0,8.0
354,9.0,8.0,8.0,9.0,8.0,9.0
355,9.0,8.0,8.0,9.0,9.0,8.0
356,9.0,8.0,9.0,9.0,9.0,8.0
357,9.0,8.0,9.0,9.0,9.0,8.0
358,8.0,8.0,8.0,9.0,8.0,8.0
359,8.0,8.0,8.0,8.0,8.0,8.0
360,8.0,8.0,8.0,9.0,8.0,8.0
361,9.0,8.0,8.0,9.0,8.0,9.0
362,8.0,8.0,7.0,8.0,8.0,8.0
363,9.0,8.0,8.0,9.0,8.0,8.0
364,9.0,8.0,8.0,9.0,8.0,8.0
365,9.0,8.0,8.0,9.0,9.0,8.0
366,8.0,8.0,8.0,9.0,9.0,8.0
367,9.0,8.0,8.0,9.0,8.0,8.0
368,9.0,8.0,9.0,9.0,8.0,8.0
369,8.0,8.0,8.0,8.0,8.0,8.0
370,9.0,8.0,9.0,9.0,9.0,8.0
371,8.0,8.0,9.0,9.0,9.0,9.0
372,8.0,8.0,8.0,8.0,8.0,8.0
373,7.0,8.0,8.0,8.0,8.0,7.0
374,9.0,8.0,8.0,9.0,8.0,8.0
375,9.0,8.0,8.0,9.0,9.0,8.0
376,9.0,8.0,8.0,9.0,9.0,8.0
377,9.0,9.0,8.0,9.0,9.0,8.0
378,8.0,8.0,9.0,8.0,9.0,8.0
379,9.0,8.0,8.0,9.0,8.0,8.0
380,9.0,8.0,8.0,9.0,8.0,8.0
381,8.0,8.0,8.0,9.0,8.0,8.0
382,9.0,8.0,8.0,9.0,8.0,8.0
383,9.0,8.0,8.0,9.0,8.0,8.0
384,8.0,8.0,8.0,9.0,8.0,8.0
385,8.0,8.0,9.0,9.0,9.0,8.0
386,9.0,8.0,8.0,9.0,9.0,8.0
387,9.0,8.0,8.0,9.0,9.0,8.0
388,9.0,7.0,7.0,9.0,8.0,8.0
389,8.0,8.0,8.0,9.0,8.0,8.0
390,9.0,9.0,8.0,9.0,9.0,8.0
391,8.0,8.0,8.0,9.0,8.0,8.0
392,9.0,8.0,9.0,9.0,8.0,8.0
393,9.0,8.0,8.0,9.0,9.0,9.0
394,8.0,8.0,8.0,9.0,9.0,8.0
395,9.0,8.0,9.0,9.0,9.0,9.0
396,9.0,9.0,9.0,9.0,9.0,9.0
397,9.0,8.0,9.0,9.0,9.0,9.0
398,9.0,8.0,8.0,9.0,8.0,9.0
399,8.0,7.0,7.0,9.0,8.0,8.0
400,8.0,8.0,8.0,8.0,9.0,8.0
401,8.0,8.0,8.0,8.0,8.0,8.0
402,8.0,8.0,8.0,8.0,8.0,8.0
403,8.0,8.0,8.0,9.0,9.0,8.0
404,8.0,8.0,8.0,9.0,8.0,8.0
405,8.0,8.0,8.0,9.0,9.0,8.0
406,9.0,8.0,8.0,8.0,8.0,8.0
407,9.0,8.0,9.0,9.0,8.0,8.0
408,9.0,8.0,9.0,9.0,8.0,8.0
409,9.0,8.0,8.0,9.0,8.0,8.0
410,9.0,8.0,9.0,9.0,8.0,8.0
411,8.0,7.0,7.0,9.0,8.0,7.0
412,9.0,8.0,9.0,9.0,9.0,8.0
413,9.0,8.0,8.0,9.0,8.0,8.0
414,8.0,8.0,9.0,9.0,8.0,8.0
415,9.0,8.0,8.0,9.0,8.0,8.0
416,8.0,8.0,8.0,9.0,8.0,8.0
417,9.0,9.0,9.0,9.0,8.0,9.0
418,9.0,8.0,9.0,8.0,8.0,7.0
419,8.0,8.0,8.0,8.0,8.0,8.0
420,9.0,8.0,8.0,9.0,9.0,8.0
421,8.0,8.0,8.0,9.0,8.0,8.0
422,9.0,8.0,9.0,9.0,9.0,8.0
423,9.0,8.0,8.0,9.0,9.0,9.0
424,9.0,8.0,9.0,9.0,9.0,8.0
425,8.0,8.0,9.0,9.0,9.0,8.0
426,8.0,8.0,8.0,9.0,8.0,8.0
427,8.0,8.0,7.0,9.0,8.0,8.0
428,9.0,8.0,9.0,9.0,9.0,9.0
429,8.0,8.0,8.0,9.0,8.0,8.0
430,8.0,8.0,7.0,9.0,8.0,8.0
431,8.0,8.0,8.0,8.0,8.0,8.0
432,8.0,8.0,8.0,8.0,8.0,8.0
433,8.0,7.0,8.0,8.0,8.0,7.0
434,8.0,8.0,8.0,8.0,9.0,8.0
435,9.0,8.0,9.0,9.0,8.0,9.0
436,9.0,8.0,8.0,9.0,8.0,8.0
437,9.0,8.0,8.0,9.0,9.0,8.0
438,7.0,8.0,8.0,8.0,8.0,8.0
439,9.0,8.0,8.0,9.0,9.0,9.0
440,8.0,8.0,7.0,8.0,8.0,8.0
441,9.0,8.0,8.0,9.0,8.0,8.0
442,9.0,8.0,9.0,9.0,9.0,8.0
443,9.0,8.0,8.0,9.0,9.0,8.0
444,8.0,8.0,8.0,9.0,8.0,8.0
445,8.0,8.0,8.0,8.0,8.0,8.0
446,9.0,8.0,8.0,9.0,9.0,8.0
447,8.0,8.0,8.0,8.0,8.0,8.0
448,8.0,8.0,8.0,9.0,8.0,8.0
449,8.0,8.0,8.0,9.0,8.0,9.0
450,9.0,8.0,8.0,8.0,8.0,8.0
451,8.0,8.0,8.0,9.0,8.0,8.0
452,9.0,8.0,8.0,9.0,9.0,8.0
453,8.0,8.0,9.0,9.0,8.0,8.0
454,9.0,8.0,8.0,9.0,9.0,8.0
455,8.0,9.0,9.0,9.0,9.0,8.0
456,8.0,8.0,9.0,9.0,9.0,9.0
457,8.0,7.0,8.0,8.0,8.0,7.0
458,8.0,8.0,8.0,8.0,8.0,8.0
459,8.0,8.0,9.0,9.0,8.0,8.0
460,8.0,7.0,8.0,9.0,8.0,8.0
461,9.0,8.0,8.0,9.0,8.0,8.0
462,8.0,8.0,8.0,8.0,8.0,8.0
463,8.0,8.0,8.0,8.0,8.0,8.0
464,9.0,8.0,9.0,9.0,9.0,8.0
465,9.0,8.0,9.0,9.0,8.0,8.0
466,8.0,8.0,9.0,9.0,8.0,8.0
467,9.0,8.0,8.0,9.0,9.0,9.0
468,8.0,8.0,7.0,8.0,8.0,8.0
469,8.0,8.0,8.0,9.0,8.0,8.0
470,9.0,8.0,9.0,8.0,8.0,8.0
471,9.0,8.0,8.0,8.0,8.0,8.0
472,9.0,8.0,9.0,9.0,8.0,8.0
473,8.0,8.0,9.0,8.0,8.0,8.0
474,8.0,8.0,8.0,8.0,8.0,8.0
475,9.0,8.0,9.0,9.0,8.0,8.0
476,8.0,8.0,9.0,9.0,8.0,8.0
477,8.0,8.0,8.0,9.0,8.0,8.0
478,9.0,9.0,9.0,9.0,9.0,9.0
479,9.0,9.0,8.0,9.0,9.0,9.0
480,8.0,8.0,8.0,9.0,8.0,8.0
481,9.0,8.0,9.0,9.0,8.0,8.0
482,9.0,9.0,9.0,9.0,9.0,8.0
483,8.0,8.0,9.0,9.0,8.0,8.0
484,9.0,8.0,9.0,9.0,9.0,8.0
485,8.0,8.0,8.0,8.0,8.0,7.0
486,9.0,8.0,8.0,8.0,8.0,8.0
487,9.0,8.0,9.0,9.0,9.0,8.0
488,9.0,9.0,9.0,9.0,8.0,9.0
489,9.0,8.0,9.0,9.0,9.0,8.0
490,9.0,8.0,9.0,9.0,9.0,8.0
491,8.0,8.0,9.0,9.0,8.0,8.0
492,9.0,8.0,9.0,9.0,9.0,9.0
493,8.0,8.0,8.0,9.0,8.0,8.0
494,9.0,8.0,8.0,9.0,8.0,8.0
495,8.0,8.0,8.0,9.0,8.0,8.0
496,9.0,8.0,9.0,8.0,8.0,8.0
497,9.0,8.0,9.0,9.0,8.0,8.0
498,9.0,8.0,8.0,9.0,8.0,8.0
499,9.0,8.0,9.0,9.0,9.0,9.0
