Conversation_Id,Clinical Accuracy & Safety_Rating,Clarity & Understandability_Rating,Actionability_Rating,Empathy & Supportiveness_Rating,Adaptability & Personalization_Rating,Trustworthiness & Ethical Communication_Rating
214,8.0,8.0,8.0,9.0,8.0,9.0
215,9.0,8.0,9.0,10.0,9.0,9.0
216,9.0,8.0,9.0,9.0,9.0,9.0
217,9.0,9.0,9.0,9.0,9.0,9.0
218,8.0,8.0,8.0,10.0,8.0,9.0
219,7.0,8.0,7.0,9.0,8.0,8.0
220,8.0,8.0,6.0,9.0,8.0,9.0
221,9.0,8.0,8.0,9.0,8.0,9.0
222,9.0,9.0,9.0,10.0,9.0,9.0
223,8.0,8.0,8.0,9.0,8.0,9.0
224,8.0,8.0,6.0,10.0,8.0,9.0
225,8.0,8.0,9.0,9.0,9.0,9.0
226,8.0,8.0,9.0,9.0,8.0,9.0
227,8.0,8.0,9.0,9.0,8.0,9.0
228,8.0,8.0,8.0,9.0,8.0,9.0
229,9.0,7.0,9.0,10.0,9.0,9.0
230,9.0,8.0,9.0,9.0,9.0,9.0
231,8.0,8.0,8.0,9.0,8.0,9.0
232,9.0,8.0,8.0,9.0,8.0,9.0
233,8.0,8.0,8.0,9.0,8.0,8.0
234,8.0,8.0,8.0,9.0,8.0,9.0
235,9.0,8.0,9.0,9.0,9.0,9.0
236,9.0,8.0,9.0,9.0,9.0,9.0
237,9.0,8.0,9.0,9.0,9.0,9.0
238,8.0,8.0,8.0,10.0,9.0,9.0
239,9.0,8.0,9.0,9.0,8.0,9.0
240,8.0,8.0,8.0,9.0,8.0,9.0
241,8.0,8.0,8.0,9.0,8.0,9.0
242,9.0,9.0,9.0,9.0,9.0,9.0
243,8.0,7.0,8.0,9.0,8.0,9.0
244,8.0,8.0,8.0,9.0,8.0,8.0
245,9.0,8.0,9.0,9.0,9.0,9.0
246,9.0,8.0,9.0,9.0,8.0,9.0
247,9.0,8.0,9.0,9.0,8.0,9.0
248,9.0,8.0,9.0,10.0,9.0,9.0
249,8.0,8.0,8.0,9.0,8.0,9.0
250,9.0,8.0,9.0,9.0,8.0,9.0
251,8.0,8.0,9.0,10.0,8.0,9.0
252,8.0,8.0,9.0,10.0,8.0,9.0
253,9.0,8.0,9.0,9.0,9.0,9.0
254,8.0,8.0,8.0,9.0,8.0,9.0
255,9.0,8.0,9.0,9.0,8.0,9.0
256,8.0,8.0,8.0,10.0,8.0,9.0
257,9.0,8.0,9.0,9.0,8.0,9.0
258,9.0,8.0,8.0,9.0,8.0,9.0
259,8.0,8.0,9.0,9.0,8.0,9.0
260,8.0,8.0,8.0,9.0,8.0,9.0
261,8.0,8.0,8.0,9.0,8.0,9.0
262,8.0,7.0,7.0,9.0,8.0,9.0
263,8.0,8.0,8.0,9.0,8.0,9.0
264,9.0,9.0,9.0,10.0,9.0,9.0
265,8.0,8.0,8.0,9.0,9.0,9.0
266,8.0,8.0,8.0,10.0,9.0,9.0
267,8.0,8.0,8.0,9.0,8.0,9.0
268,8.0,8.0,8.0,10.0,8.0,9.0
269,8.0,8.0,8.0,9.0,9.0,9.0
270,9.0,8.0,9.0,9.0,8.0,9.0
271,8.0,8.0,9.0,9.0,9.0,9.0
272,8.0,8.0,9.0,9.0,8.0,9.0
273,8.0,8.0,8.0,9.0,8.0,9.0
274,8.0,8.0,9.0,9.0,8.0,9.0
275,8.0,7.0,6.0,9.0,8.0,9.0
276,8.0,8.0,8.0,9.0,8.0,8.0
277,8.0,9.0,8.0,10.0,8.0,9.0
278,8.0,8.0,9.0,9.0,8.0,9.0
279,8.0,8.0,9.0,9.0,8.0,8.0
280,9.0,9.0,8.0,10.0,9.0,9.0
281,8.0,8.0,8.0,10.0,8.0,9.0
282,9.0,8.0,9.0,9.0,9.0,9.0
283,9.0,8.0,9.0,10.0,8.0,9.0
284,8.0,7.0,6.0,9.0,9.0,9.0
285,8.0,8.0,8.0,9.0,9.0,9.0
286,9.0,8.0,8.0,9.0,8.0,9.0
287,8.0,7.0,8.0,9.0,8.0,9.0
288,8.0,8.0,8.0,9.0,8.0,9.0
289,9.0,8.0,8.0,9.0,8.0,9.0
290,9.0,8.0,8.0,10.0,9.0,9.0
291,8.0,9.0,8.0,9.0,8.0,9.0
292,8.0,8.0,8.0,9.0,8.0,9.0
293,8.0,8.0,8.0,9.0,8.0,9.0
294,9.0,8.0,9.0,10.0,9.0,9.0
295,9.0,8.0,8.0,9.0,8.0,9.0
296,7.0,7.0,7.0,9.0,8.0,9.0
297,8.0,8.0,7.0,9.0,8.0,9.0
298,8.0,8.0,8.0,9.0,8.0,8.0
299,8.0,7.0,9.0,9.0,8.0,9.0
300,8.0,8.0,6.0,9.0,7.0,8.0
301,8.0,8.0,6.0,9.0,8.0,9.0
302,9.0,8.0,9.0,10.0,9.0,9.0
303,9.0,8.0,8.0,10.0,9.0,9.0
304,9.0,8.0,9.0,9.0,9.0,9.0
305,7.0,7.0,8.0,9.0,8.0,8.0
306,8.0,8.0,7.0,9.0,8.0,9.0
307,9.0,8.0,9.0,10.0,9.0,9.0
308,9.0,9.0,9.0,10.0,9.0,9.0
309,9.0,8.0,8.0,9.0,8.0,8.0
310,9.0,8.0,9.0,9.0,8.0,9.0
311,9.0,8.0,9.0,9.0,8.0,9.0
312,8.0,8.0,9.0,9.0,8.0,9.0
313,8.0,8.0,7.0,10.0,8.0,9.0
314,9.0,8.0,8.0,9.0,9.0,9.0
315,8.0,8.0,8.0,9.0,8.0,9.0
316,9.0,8.0,9.0,9.0,8.0,9.0
317,8.0,8.0,8.0,10.0,9.0,9.0
318,8.0,8.0,8.0,9.0,8.0,8.0
319,8.0,8.0,8.0,9.0,8.0,8.0
320,8.0,8.0,8.0,10.0,8.0,9.0
321,9.0,9.0,9.0,9.0,9.0,9.0
322,8.0,8.0,8.0,9.0,8.0,8.0
323,8.0,8.0,9.0,10.0,9.0,9.0
324,9.0,8.0,9.0,9.0,9.0,9.0
325,8.0,8.0,9.0,9.0,8.0,9.0
326,9.0,8.0,9.0,9.0,9.0,9.0
327,9.0,8.0,9.0,9.0,8.0,9.0
328,9.0,9.0,9.0,9.0,9.0,9.0
329,8.0,8.0,8.0,9.0,8.0,9.0
330,8.0,8.0,8.0,10.0,8.0,9.0
331,8.0,7.0,7.0,9.0,8.0,9.0
332,8.0,8.0,9.0,9.0,9.0,9.0
333,8.0,8.0,7.0,10.0,8.0,9.0
334,7.0,8.0,8.0,9.0,8.0,8.0
335,9.0,8.0,9.0,10.0,9.0,9.0
336,9.0,8.0,9.0,9.0,9.0,9.0
337,9.0,8.0,8.0,9.0,8.0,9.0
338,8.0,8.0,9.0,10.0,9.0,9.0
339,8.0,8.0,8.0,9.0,9.0,9.0
340,8.0,8.0,8.0,9.0,8.0,9.0
341,9.0,8.0,9.0,9.0,9.0,9.0
342,9.0,8.0,9.0,10.0,9.0,9.0
343,9.0,8.0,9.0,9.0,8.0,9.0
344,9.0,8.0,9.0,9.0,8.0,9.0
345,9.0,8.0,9.0,10.0,9.0,9.0
346,8.0,8.0,9.0,9.0,8.0,9.0
347,8.0,8.0,8.0,9.0,8.0,8.0
348,8.0,8.0,8.0,9.0,8.0,8.0
349,8.0,8.0,8.0,9.0,8.0,9.0
350,8.0,8.0,9.0,9.0,8.0,9.0
351,8.0,8.0,7.0,9.0,8.0,9.0
352,8.0,8.0,9.0,9.0,9.0,9.0
353,8.0,8.0,9.0,9.0,9.0,9.0
354,9.0,8.0,9.0,9.0,9.0,9.0
355,9.0,8.0,8.0,9.0,8.0,9.0
356,8.0,8.0,9.0,9.0,8.0,9.0
357,8.0,8.0,9.0,9.0,9.0,9.0
358,8.0,8.0,7.0,9.0,8.0,9.0
359,8.0,8.0,8.0,10.0,8.0,9.0
360,8.0,8.0,8.0,9.0,8.0,9.0
361,8.0,8.0,7.0,10.0,8.0,9.0
362,8.0,8.0,7.0,9.0,8.0,8.0
363,9.0,8.0,9.0,9.0,9.0,9.0
364,8.0,8.0,6.0,9.0,8.0,9.0
365,9.0,8.0,9.0,9.0,9.0,9.0
366,6.0,8.0,8.0,9.0,8.0,8.0
367,9.0,9.0,9.0,10.0,9.0,9.0
368,9.0,8.0,9.0,10.0,9.0,9.0
369,8.0,8.0,8.0,9.0,8.0,8.0
370,8.0,8.0,8.0,9.0,8.0,9.0
371,8.0,8.0,9.0,10.0,9.0,9.0
372,8.0,8.0,8.0,9.0,8.0,8.0
373,7.0,7.0,8.0,9.0,8.0,8.0
374,8.0,8.0,7.0,9.0,8.0,9.0
375,8.0,8.0,7.0,9.0,8.0,9.0
376,9.0,8.0,9.0,9.0,9.0,9.0
377,9.0,9.0,9.0,9.0,9.0,9.0
378,8.0,8.0,9.0,9.0,8.0,9.0
379,8.0,8.0,8.0,9.0,8.0,9.0
380,8.0,8.0,8.0,9.0,8.0,9.0
381,8.0,8.0,8.0,9.0,8.0,8.0
382,8.0,8.0,8.0,10.0,9.0,9.0
383,9.0,8.0,9.0,9.0,8.0,9.0
384,8.0,8.0,8.0,9.0,9.0,9.0
385,9.0,8.0,9.0,10.0,9.0,9.0
386,8.0,8.0,9.0,9.0,8.0,9.0
387,8.0,8.0,8.0,10.0,9.0,9.0
388,8.0,7.0,6.0,9.0,8.0,9.0
389,8.0,8.0,7.0,9.0,8.0,9.0
390,9.0,8.0,9.0,10.0,9.0,9.0
391,9.0,8.0,9.0,10.0,9.0,9.0
392,9.0,8.0,9.0,9.0,9.0,9.0
393,9.0,8.0,9.0,10.0,9.0,9.0
394,8.0,8.0,9.0,9.0,8.0,9.0
395,8.0,9.0,9.0,10.0,9.0,9.0
396,9.0,9.0,9.0,9.0,9.0,9.0
397,9.0,8.0,9.0,10.0,9.0,9.0
398,8.0,9.0,8.0,10.0,9.0,9.0
399,8.0,7.0,6.0,9.0,7.0,9.0
400,9.0,8.0,9.0,10.0,9.0,9.0
401,9.0,8.0,9.0,9.0,8.0,9.0
402,9.0,8.0,9.0,9.0,9.0,9.0
403,8.0,8.0,8.0,9.0,8.0,9.0
404,9.0,9.0,8.0,10.0,9.0,9.0
405,8.0,8.0,7.0,9.0,8.0,8.0
406,8.0,8.0,9.0,9.0,9.0,9.0
407,9.0,8.0,9.0,9.0,9.0,9.0
408,8.0,8.0,8.0,10.0,8.0,9.0
409,8.0,8.0,8.0,10.0,8.0,9.0
410,8.0,8.0,8.0,9.0,8.0,8.0
411,8.0,8.0,6.0,9.0,8.0,9.0
412,8.0,7.0,8.0,9.0,8.0,9.0
413,8.0,8.0,9.0,10.0,8.0,9.0
414,9.0,8.0,9.0,10.0,9.0,9.0
415,8.0,7.0,7.0,9.0,8.0,9.0
416,8.0,8.0,8.0,9.0,8.0,9.0
417,8.0,8.0,8.0,9.0,8.0,9.0
418,8.0,8.0,9.0,9.0,8.0,8.0
419,8.0,8.0,8.0,10.0,8.0,9.0
420,8.0,8.0,8.0,9.0,9.0,8.0
421,9.0,9.0,9.0,10.0,8.0,9.0
422,9.0,8.0,9.0,10.0,9.0,9.0
423,8.0,8.0,6.0,10.0,8.0,9.0
424,8.0,8.0,8.0,9.0,8.0,9.0
425,9.0,9.0,9.0,10.0,9.0,9.0
426,9.0,8.0,8.0,10.0,8.0,9.0
427,8.0,8.0,7.0,9.0,8.0,9.0
428,9.0,9.0,8.0,9.0,9.0,9.0
429,8.0,8.0,7.0,9.0,8.0,9.0
430,8.0,8.0,7.0,9.0,8.0,9.0
431,9.0,8.0,9.0,9.0,9.0,9.0
432,8.0,8.0,8.0,9.0,8.0,8.0
433,8.0,8.0,7.0,9.0,8.0,9.0
434,9.0,8.0,9.0,9.0,8.0,9.0
435,8.0,8.0,8.0,9.0,8.0,9.0
436,8.0,8.0,7.0,9.0,8.0,9.0
437,9.0,9.0,9.0,9.0,8.0,9.0
438,8.0,8.0,8.0,9.0,8.0,9.0
439,8.0,8.0,8.0,9.0,9.0,9.0
440,8.0,6.0,6.0,9.0,8.0,9.0
441,8.0,8.0,6.0,9.0,8.0,9.0
442,9.0,8.0,9.0,10.0,9.0,9.0
443,8.0,8.0,7.0,9.0,8.0,9.0
444,9.0,9.0,9.0,9.0,9.0,9.0
445,8.0,8.0,9.0,10.0,9.0,9.0
446,7.0,6.0,6.0,9.0,7.0,8.0
447,9.0,8.0,8.0,9.0,8.0,9.0
448,8.0,8.0,8.0,9.0,8.0,9.0
449,9.0,8.0,8.0,10.0,8.0,9.0
450,8.0,8.0,8.0,9.0,8.0,9.0
451,8.0,8.0,9.0,10.0,8.0,9.0
452,8.0,8.0,7.0,9.0,8.0,8.0
453,8.0,8.0,9.0,9.0,8.0,9.0
454,8.0,8.0,8.0,10.0,8.0,9.0
455,9.0,8.0,9.0,10.0,9.0,9.0
456,8.0,8.0,8.0,10.0,9.0,8.0
457,7.0,7.0,7.0,9.0,7.0,8.0
458,8.0,8.0,8.0,9.0,8.0,9.0
459,8.0,8.0,8.0,9.0,8.0,8.0
460,8.0,8.0,8.0,10.0,8.0,9.0
461,7.0,8.0,8.0,10.0,8.0,9.0
462,9.0,9.0,9.0,10.0,9.0,9.0
463,8.0,8.0,8.0,9.0,8.0,9.0
464,9.0,8.0,9.0,9.0,8.0,9.0
465,9.0,8.0,8.0,9.0,8.0,9.0
466,8.0,8.0,9.0,10.0,9.0,9.0
467,8.0,8.0,9.0,9.0,8.0,8.0
468,8.0,8.0,8.0,9.0,8.0,8.0
469,8.0,8.0,8.0,9.0,8.0,9.0
470,8.0,8.0,8.0,9.0,8.0,9.0
471,8.0,8.0,8.0,9.0,8.0,9.0
472,9.0,9.0,9.0,9.0,9.0,9.0
473,8.0,8.0,9.0,10.0,8.0,9.0
474,8.0,8.0,8.0,9.0,8.0,9.0
475,9.0,8.0,9.0,10.0,9.0,9.0
476,9.0,9.0,8.0,9.0,8.0,9.0
477,9.0,8.0,9.0,10.0,9.0,9.0
478,8.0,8.0,9.0,10.0,9.0,9.0
479,9.0,9.0,9.0,10.0,9.0,9.0
480,8.0,8.0,8.0,9.0,9.0,9.0
481,8.0,8.0,8.0,9.0,8.0,9.0
482,9.0,8.0,9.0,9.0,9.0,9.0
483,9.0,8.0,9.0,9.0,9.0,9.0
484,8.0,8.0,8.0,9.0,8.0,9.0
485,8.0,8.0,8.0,9.0,8.0,8.0
486,9.0,8.0,9.0,9.0,9.0,9.0
487,8.0,8.0,7.0,9.0,8.0,9.0
488,9.0,9.0,9.0,10.0,9.0,9.0
489,8.0,8.0,8.0,9.0,8.0,9.0
490,8.0,8.0,9.0,9.0,8.0,9.0
491,9.0,8.0,8.0,9.0,8.0,9.0
492,8.0,8.0,9.0,9.0,8.0,9.0
493,9.0,8.0,8.0,9.0,8.0,9.0
494,8.0,8.0,8.0,10.0,9.0,9.0
495,8.0,8.0,7.0,10.0,8.0,9.0
496,9.0,9.0,9.0,9.0,9.0,9.0
497,8.0,8.0,9.0,10.0,9.0,9.0
498,8.0,8.0,8.0,9.0,9.0,9.0
499,8.0,8.0,9.0,9.0,9.0,9.0
