Conversation_Id,Clinical Accuracy & Safety_Rating,Clarity & Understandability_Rating,Actionability_Rating,Empathy & Supportiveness_Rating,Adaptability & Personalization_Rating,Trustworthiness & Ethical Communication_Rating
39,8.0,8.0,8.0,10.0,8.0,8.0
40,8.0,8.0,8.0,9.0,8.0,8.0
41,8.0,8.0,7.0,9.0,8.0,8.0
42,8.0,8.0,7.0,9.0,8.0,8.0
43,8.0,8.0,7.0,10.0,8.0,8.0
44,9.0,8.0,8.0,10.0,8.0,9.0
45,9.0,8.0,7.0,9.0,8.0,9.0
46,8.0,8.0,8.0,9.0,8.0,8.0
47,8.0,8.0,8.0,10.0,8.0,8.0
48,8.0,8.0,8.0,9.0,8.0,8.0
49,8.0,8.0,8.0,9.0,8.0,8.0
50,8.0,7.0,7.0,10.0,8.0,8.0
51,8.0,8.0,7.0,9.0,8.0,8.0
52,8.0,8.0,7.0,9.0,8.0,8.0
53,8.0,8.0,8.0,10.0,8.0,8.0
54,8.0,8.0,8.0,10.0,8.0,8.0
55,8.0,8.0,7.0,9.0,8.0,8.0
56,8.0,7.0,7.0,9.0,8.0,8.0
57,8.0,8.0,7.0,10.0,8.0,8.0
58,8.0,8.0,8.0,9.0,8.0,8.0
59,8.0,7.0,7.0,9.0,7.0,8.0
60,9.0,8.0,8.0,10.0,8.0,8.0
61,9.0,8.0,8.0,9.0,8.0,8.0
62,6.0,7.0,7.0,8.0,7.0,7.0
63,8.0,8.0,8.0,8.0,8.0,8.0
64,7.0,7.0,7.0,9.0,7.0,8.0
65,7.0,7.0,7.0,8.0,7.0,7.0
66,8.0,8.0,7.0,9.0,8.0,8.0
67,8.0,8.0,8.0,9.0,8.0,9.0
68,9.0,8.0,8.0,9.0,9.0,9.0
69,8.0,8.0,8.0,9.0,8.0,8.0
70,8.0,8.0,8.0,9.0,8.0,8.0
71,8.0,8.0,7.0,9.0,7.0,8.0
72,8.0,8.0,8.0,9.0,8.0,8.0
73,9.0,9.0,8.0,10.0,9.0,9.0
74,8.0,8.0,7.0,10.0,9.0,9.0
75,7.0,8.0,7.0,9.0,7.0,8.0
76,8.0,8.0,8.0,9.0,8.0,8.0
77,8.0,8.0,8.0,10.0,8.0,8.0
78,8.0,8.0,8.0,9.0,8.0,8.0
79,8.0,8.0,8.0,9.0,8.0,8.0
80,8.0,8.0,7.0,10.0,8.0,8.0
81,8.0,7.0,8.0,9.0,8.0,8.0
82,8.0,8.0,8.0,9.0,8.0,8.0
83,9.0,8.0,8.0,10.0,9.0,9.0
84,8.0,8.0,8.0,9.0,8.0,8.0
85,7.0,7.0,6.0,9.0,7.0,8.0
86,8.0,8.0,7.0,10.0,9.0,9.0
87,8.0,8.0,8.0,9.0,8.0,8.0
88,7.0,7.0,6.0,8.0,6.0,7.0
89,8.0,8.0,7.0,10.0,8.0,8.0
90,8.0,7.0,7.0,9.0,8.0,8.0
91,8.0,8.0,7.0,10.0,8.0,9.0
92,8.0,8.0,8.0,9.0,8.0,8.0
93,7.0,8.0,7.0,9.0,8.0,8.0
94,8.0,7.0,7.0,9.0,7.0,8.0
95,8.0,8.0,8.0,9.0,8.0,8.0
96,8.0,8.0,8.0,9.0,7.0,8.0
97,8.0,8.0,8.0,9.0,8.0,9.0
98,8.0,8.0,7.0,9.0,8.0,8.0
99,8.0,8.0,8.0,10.0,8.0,9.0
100,8.0,8.0,7.0,9.0,8.0,8.0
101,9.0,8.0,8.0,10.0,8.0,8.0
102,8.0,7.0,7.0,9.0,7.0,7.0
103,7.0,8.0,7.0,8.0,7.0,8.0
104,8.0,8.0,7.0,9.0,8.0,8.0
105,8.0,8.0,7.0,9.0,8.0,8.0
106,8.0,8.0,8.0,9.0,8.0,8.0
107,8.0,7.0,7.0,9.0,8.0,8.0
108,8.0,8.0,8.0,9.0,8.0,8.0
109,8.0,7.0,7.0,9.0,8.0,7.0
110,8.0,8.0,8.0,9.0,8.0,8.0
111,7.0,7.0,7.0,9.0,8.0,8.0
112,8.0,8.0,7.0,9.0,8.0,8.0
113,8.0,8.0,7.0,9.0,8.0,8.0
114,7.0,7.0,7.0,10.0,8.0,8.0
115,9.0,8.0,8.0,10.0,8.0,8.0
116,8.0,8.0,8.0,9.0,8.0,8.0
117,8.0,8.0,8.0,9.0,8.0,8.0
118,8.0,8.0,7.0,9.0,8.0,8.0
119,8.0,8.0,7.0,9.0,8.0,8.0
120,9.0,8.0,7.0,9.0,8.0,8.0
121,8.0,8.0,8.0,9.0,8.0,8.0
122,8.0,8.0,8.0,9.0,8.0,8.0
123,7.0,7.0,7.0,9.0,8.0,8.0
124,8.0,8.0,8.0,9.0,8.0,8.0
125,8.0,8.0,8.0,9.0,8.0,8.0
126,9.0,8.0,8.0,10.0,8.0,8.0
127,9.0,8.0,8.0,9.0,8.0,8.0
128,8.0,8.0,7.0,9.0,8.0,8.0
129,8.0,8.0,7.0,9.0,8.0,8.0
130,7.0,7.0,6.0,10.0,8.0,8.0
131,7.0,7.0,7.0,9.0,7.0,8.0
132,8.0,7.0,7.0,8.0,7.0,7.0
133,8.0,8.0,8.0,10.0,8.0,9.0
134,8.0,8.0,7.0,9.0,8.0,8.0
135,8.0,7.0,7.0,9.0,8.0,8.0
136,8.0,8.0,7.0,9.0,8.0,8.0
137,8.0,8.0,8.0,9.0,8.0,8.0
138,8.0,8.0,7.0,9.0,8.0,8.0
139,8.0,8.0,8.0,9.0,8.0,8.0
140,8.0,8.0,7.0,10.0,8.0,9.0
141,8.0,8.0,7.0,9.0,8.0,8.0
142,7.0,7.0,6.0,10.0,8.0,8.0
143,7.0,8.0,8.0,9.0,8.0,7.0
144,8.0,8.0,7.0,10.0,8.0,8.0
145,8.0,8.0,8.0,10.0,8.0,8.0
146,8.0,8.0,7.0,9.0,8.0,8.0
147,8.0,8.0,7.0,9.0,8.0,8.0
148,8.0,8.0,8.0,10.0,8.0,8.0
149,8.0,8.0,8.0,9.0,8.0,8.0
150,8.0,8.0,7.0,10.0,8.0,9.0
151,8.0,7.0,7.0,9.0,7.0,8.0
152,8.0,8.0,7.0,9.0,8.0,8.0
153,8.0,8.0,7.0,10.0,8.0,8.0
154,8.0,8.0,7.0,9.0,8.0,8.0
155,8.0,8.0,8.0,10.0,8.0,8.0
156,8.0,8.0,7.0,9.0,8.0,8.0
157,8.0,8.0,8.0,10.0,8.0,8.0
158,8.0,7.0,7.0,9.0,8.0,8.0
159,8.0,7.0,7.0,9.0,8.0,8.0
160,7.0,7.0,7.0,9.0,7.0,8.0
161,7.0,7.0,7.0,9.0,7.0,8.0
162,8.0,8.0,8.0,10.0,8.0,8.0
163,8.0,8.0,8.0,10.0,8.0,9.0
164,8.0,8.0,8.0,10.0,8.0,8.0
165,8.0,8.0,7.0,9.0,8.0,8.0
166,8.0,8.0,7.0,9.0,8.0,8.0
167,8.0,7.0,7.0,8.0,7.0,7.0
168,8.0,8.0,7.0,9.0,8.0,8.0
169,7.0,7.0,6.0,10.0,8.0,8.0
170,7.0,7.0,7.0,9.0,7.0,8.0
171,7.0,7.0,7.0,9.0,8.0,8.0
172,8.0,8.0,8.0,9.0,8.0,9.0
173,8.0,8.0,7.0,9.0,8.0,8.0
174,8.0,8.0,7.0,10.0,8.0,8.0
175,8.0,7.0,7.0,10.0,8.0,8.0
176,7.0,7.0,6.0,9.0,6.0,7.0
177,8.0,8.0,7.0,9.0,8.0,8.0
178,8.0,7.0,7.0,9.0,8.0,8.0
179,7.0,7.0,7.0,9.0,7.0,8.0
180,8.0,8.0,8.0,8.0,8.0,8.0
181,7.0,7.0,7.0,9.0,8.0,8.0
182,8.0,8.0,8.0,9.0,9.0,8.0
183,8.0,8.0,8.0,9.0,8.0,8.0
184,8.0,8.0,8.0,9.0,8.0,8.0
185,8.0,8.0,7.0,8.0,8.0,8.0
186,9.0,8.0,9.0,9.0,9.0,8.0
187,8.0,8.0,7.0,9.0,8.0,9.0
188,9.0,8.0,9.0,9.0,9.0,9.0
189,9.0,8.0,9.0,9.0,9.0,9.0
190,9.0,8.0,9.0,9.0,9.0,9.0
191,8.0,8.0,7.0,9.0,8.0,8.0
192,8.0,8.0,8.0,9.0,8.0,8.0
193,7.0,7.0,7.0,9.0,8.0,8.0
194,8.0,8.0,8.0,9.0,9.0,8.0
195,9.0,8.0,9.0,9.0,9.0,9.0
196,7.0,7.0,7.0,9.0,8.0,8.0
197,7.0,7.0,7.0,8.0,7.0,8.0
198,9.0,9.0,9.0,9.0,9.0,8.0
199,8.0,8.0,8.0,9.0,9.0,8.0
200,9.0,8.0,8.0,9.0,9.0,8.0
201,7.0,7.0,7.0,8.0,8.0,8.0
202,8.0,8.0,9.0,9.0,9.0,9.0
203,9.0,8.0,8.0,9.0,9.0,8.0
204,7.0,8.0,8.0,9.0,9.0,9.0
205,8.0,8.0,9.0,9.0,9.0,8.0
206,8.0,9.0,9.0,9.0,9.0,9.0
207,8.0,8.0,7.0,9.0,8.0,8.0
208,9.0,8.0,8.0,9.0,8.0,8.0
209,9.0,8.0,8.0,9.0,9.0,8.0
210,9.0,8.0,8.0,9.0,9.0,8.0
211,8.0,8.0,8.0,9.0,9.0,8.0
212,7.0,8.0,8.0,9.0,9.0,8.0
213,9.0,8.0,8.0,9.0,8.0,8.0
214,9.0,8.0,8.0,9.0,9.0,9.0
215,9.0,8.0,9.0,9.0,9.0,8.0
216,8.0,8.0,8.0,9.0,9.0,8.0
217,9.0,8.0,8.0,9.0,8.0,8.0
218,8.0,8.0,7.0,9.0,9.0,8.0
219,8.0,8.0,8.0,9.0,9.0,8.0
220,9.0,8.0,8.0,9.0,9.0,9.0
221,9.0,8.0,9.0,9.0,9.0,9.0
222,7.0,7.0,8.0,9.0,9.0,9.0
223,9.0,7.0,7.0,9.0,8.0,8.0
224,8.0,8.0,8.0,9.0,8.0,8.0
225,9.0,8.0,8.0,9.0,9.0,8.0
226,8.0,7.0,8.0,9.0,8.0,8.0
227,8.0,7.0,8.0,9.0,8.0,8.0
228,9.0,9.0,9.0,9.0,9.0,9.0
229,8.0,8.0,8.0,9.0,9.0,8.0
230,8.0,8.0,8.0,9.0,8.0,8.0
231,8.0,8.0,8.0,9.0,9.0,8.0
232,9.0,8.0,8.0,9.0,8.0,8.0
233,9.0,8.0,8.0,9.0,9.0,8.0
234,8.0,8.0,8.0,9.0,8.0,8.0
235,9.0,8.0,8.0,9.0,9.0,9.0
236,9.0,8.0,9.0,9.0,9.0,9.0
237,8.0,8.0,9.0,9.0,9.0,8.0
238,9.0,8.0,9.0,9.0,8.0,8.0
239,9.0,8.0,9.0,9.0,9.0,8.0
240,9.0,8.0,9.0,9.0,8.0,8.0
241,7.0,7.0,7.0,9.0,8.0,8.0
242,8.0,8.0,8.0,9.0,9.0,8.0
243,9.0,8.0,8.0,9.0,8.0,8.0
244,8.0,8.0,8.0,9.0,9.0,8.0
245,8.0,8.0,8.0,9.0,9.0,8.0
246,8.0,8.0,8.0,9.0,9.0,8.0
247,8.0,8.0,9.0,9.0,8.0,8.0
248,9.0,8.0,8.0,10.0,9.0,8.0
249,8.0,8.0,8.0,9.0,8.0,8.0
250,9.0,8.0,8.0,9.0,9.0,8.0
251,8.0,8.0,8.0,9.0,8.0,8.0
252,8.0,8.0,9.0,9.0,8.0,8.0
253,9.0,8.0,8.0,9.0,9.0,8.0
254,9.0,8.0,8.0,8.0,8.0,7.0
255,9.0,8.0,9.0,9.0,9.0,8.0
256,9.0,8.0,9.0,9.0,9.0,9.0
257,8.0,7.0,7.0,8.0,8.0,8.0
258,9.0,9.0,9.0,9.0,9.0,9.0
259,8.0,8.0,8.0,9.0,9.0,9.0
260,8.0,8.0,8.0,9.0,9.0,8.0
261,8.0,8.0,8.0,9.0,9.0,8.0
262,8.0,8.0,8.0,9.0,8.0,8.0
263,8.0,8.0,8.0,9.0,9.0,9.0
264,9.0,8.0,8.0,9.0,9.0,9.0
265,9.0,8.0,8.0,9.0,8.0,8.0
266,8.0,8.0,8.0,9.0,9.0,8.0
267,8.0,8.0,7.0,9.0,9.0,8.0
268,8.0,9.0,8.0,9.0,9.0,8.0
269,8.0,8.0,9.0,9.0,8.0,8.0
270,9.0,8.0,9.0,9.0,9.0,8.0
271,8.0,8.0,8.0,9.0,9.0,8.0
272,8.0,8.0,9.0,9.0,9.0,8.0
273,8.0,9.0,8.0,9.0,9.0,9.0
274,8.0,8.0,8.0,9.0,9.0,8.0
275,8.0,8.0,7.0,9.0,8.0,8.0
276,8.0,8.0,8.0,9.0,9.0,9.0
277,7.0,7.0,7.0,9.0,8.0,8.0
278,9.0,9.0,9.0,9.0,9.0,9.0
279,9.0,8.0,8.0,9.0,9.0,9.0
280,8.0,9.0,8.0,9.0,9.0,8.0
281,9.0,9.0,9.0,10.0,9.0,9.0
282,8.0,8.0,8.0,9.0,9.0,9.0
283,8.0,8.0,9.0,9.0,9.0,8.0
284,9.0,8.0,8.0,9.0,9.0,9.0
285,7.0,8.0,7.0,9.0,8.0,8.0
286,9.0,8.0,9.0,9.0,9.0,9.0
287,8.0,8.0,8.0,9.0,9.0,8.0
288,8.0,8.0,8.0,9.0,9.0,9.0
289,9.0,9.0,8.0,9.0,9.0,8.0
290,8.0,7.0,7.0,9.0,8.0,8.0
291,8.0,8.0,8.0,9.0,9.0,8.0
292,9.0,8.0,8.0,9.0,9.0,8.0
293,7.0,7.0,6.0,8.0,7.0,8.0
294,9.0,8.0,8.0,9.0,9.0,8.0
295,8.0,8.0,8.0,9.0,9.0,8.0
296,8.0,7.0,7.0,9.0,8.0,8.0
297,8.0,8.0,8.0,8.0,8.0,8.0
298,8.0,8.0,8.0,9.0,9.0,9.0
299,9.0,8.0,8.0,9.0,9.0,8.0
300,8.0,8.0,8.0,9.0,9.0,8.0
301,8.0,8.0,9.0,9.0,9.0,8.0
302,9.0,9.0,9.0,10.0,9.0,8.0
303,9.0,8.0,8.0,9.0,8.0,8.0
304,8.0,8.0,8.0,9.0,9.0,8.0
305,8.0,8.0,8.0,9.0,8.0,8.0
306,7.0,7.0,8.0,9.0,9.0,9.0
307,9.0,9.0,8.0,9.0,9.0,8.0
308,8.0,9.0,9.0,9.0,9.0,9.0
309,8.0,8.0,8.0,9.0,8.0,8.0
310,9.0,8.0,9.0,9.0,9.0,9.0
311,9.0,8.0,9.0,9.0,9.0,8.0
312,9.0,8.0,9.0,9.0,9.0,8.0
313,7.0,7.0,7.0,9.0,8.0,8.0
314,8.0,7.0,7.0,9.0,9.0,8.0
315,8.0,8.0,8.0,9.0,8.0,8.0
316,8.0,8.0,9.0,9.0,8.0,8.0
317,9.0,8.0,8.0,9.0,8.0,8.0
318,7.0,7.0,8.0,9.0,8.0,8.0
319,8.0,8.0,8.0,9.0,9.0,9.0
320,9.0,8.0,8.0,9.0,9.0,8.0
321,9.0,8.0,9.0,9.0,9.0,9.0
322,8.0,7.0,8.0,8.0,8.0,8.0
323,9.0,8.0,9.0,9.0,9.0,8.0
324,8.0,7.0,8.0,9.0,8.0,8.0
325,8.0,8.0,8.0,9.0,9.0,8.0
326,8.0,8.0,8.0,9.0,8.0,9.0
327,8.0,8.0,8.0,9.0,9.0,8.0
328,8.0,8.0,8.0,9.0,8.0,8.0
329,9.0,8.0,8.0,9.0,9.0,9.0
330,9.0,8.0,8.0,10.0,9.0,9.0
331,9.0,8.0,8.0,9.0,8.0,8.0
332,9.0,8.0,8.0,9.0,9.0,8.0
333,8.0,8.0,8.0,8.0,8.0,8.0
334,8.0,8.0,9.0,9.0,8.0,8.0
335,8.0,8.0,8.0,9.0,9.0,8.0
336,9.0,9.0,9.0,9.0,9.0,9.0
337,7.0,8.0,8.0,9.0,9.0,8.0
338,9.0,8.0,8.0,9.0,9.0,8.0
339,9.0,9.0,9.0,9.0,9.0,9.0
340,9.0,8.0,8.0,9.0,9.0,9.0
341,7.0,8.0,8.0,9.0,8.0,8.0
342,9.0,8.0,9.0,9.0,9.0,8.0
343,9.0,8.0,8.0,9.0,9.0,9.0
344,8.0,8.0,8.0,9.0,9.0,8.0
345,9.0,8.0,8.0,9.0,9.0,9.0
346,9.0,8.0,8.0,9.0,9.0,8.0
347,7.0,7.0,7.0,9.0,9.0,8.0
348,7.0,7.0,7.0,9.0,8.0,8.0
349,9.0,8.0,9.0,9.0,9.0,9.0
350,9.0,8.0,8.0,9.0,9.0,8.0
351,7.0,7.0,8.0,9.0,8.0,8.0
352,8.0,8.0,8.0,9.0,8.0,8.0
353,9.0,8.0,8.0,8.0,9.0,8.0
354,8.0,8.0,8.0,9.0,9.0,9.0
355,8.0,8.0,8.0,9.0,9.0,8.0
356,9.0,8.0,8.0,9.0,9.0,8.0
357,9.0,8.0,8.0,9.0,9.0,8.0
358,8.0,8.0,8.0,9.0,9.0,8.0
359,8.0,8.0,8.0,8.0,9.0,8.0
360,9.0,8.0,8.0,9.0,9.0,8.0
361,8.0,8.0,7.0,9.0,9.0,9.0
362,9.0,8.0,8.0,9.0,8.0,8.0
363,8.0,8.0,8.0,9.0,8.0,9.0
364,8.0,7.0,8.0,9.0,9.0,8.0
365,7.0,7.0,8.0,9.0,9.0,8.0
366,9.0,8.0,9.0,9.0,9.0,9.0
367,8.0,8.0,9.0,9.0,9.0,9.0
368,9.0,8.0,9.0,9.0,9.0,9.0
369,8.0,8.0,8.0,9.0,8.0,8.0
370,8.0,8.0,8.0,9.0,9.0,8.0
371,8.0,8.0,8.0,9.0,8.0,8.0
372,9.0,8.0,8.0,9.0,8.0,7.0
373,8.0,8.0,8.0,9.0,8.0,8.0
374,8.0,8.0,9.0,9.0,9.0,9.0
375,9.0,8.0,9.0,9.0,9.0,9.0
376,8.0,8.0,8.0,9.0,9.0,9.0
377,8.0,8.0,8.0,9.0,9.0,8.0
378,8.0,8.0,8.0,9.0,9.0,8.0
379,9.0,7.0,8.0,8.0,8.0,8.0
380,8.0,9.0,9.0,9.0,9.0,9.0
381,8.0,7.0,8.0,9.0,8.0,8.0
382,8.0,8.0,8.0,9.0,9.0,9.0
383,7.0,7.0,7.0,9.0,9.0,8.0
384,8.0,8.0,8.0,9.0,8.0,8.0
385,9.0,8.0,8.0,9.0,9.0,8.0
386,8.0,8.0,8.0,9.0,9.0,8.0
387,9.0,8.0,8.0,9.0,9.0,8.0
388,7.0,7.0,7.0,9.0,9.0,8.0
389,8.0,8.0,9.0,9.0,9.0,8.0
390,8.0,8.0,8.0,9.0,9.0,8.0
391,9.0,8.0,8.0,9.0,9.0,9.0
392,8.0,8.0,8.0,9.0,9.0,8.0
393,8.0,8.0,9.0,10.0,9.0,9.0
394,9.0,8.0,8.0,9.0,9.0,8.0
395,8.0,8.0,8.0,9.0,9.0,9.0
396,9.0,8.0,8.0,9.0,9.0,8.0
397,8.0,8.0,8.0,9.0,9.0,8.0
398,8.0,8.0,8.0,9.0,8.0,8.0
399,7.0,8.0,9.0,9.0,9.0,8.0
400,9.0,9.0,9.0,9.0,9.0,9.0
401,7.0,8.0,7.0,9.0,8.0,8.0
402,8.0,8.0,8.0,9.0,9.0,8.0
403,8.0,8.0,7.0,9.0,8.0,8.0
404,9.0,8.0,8.0,9.0,9.0,9.0
405,7.0,7.0,7.0,8.0,8.0,8.0
406,9.0,8.0,8.0,9.0,9.0,8.0
407,8.0,8.0,8.0,9.0,9.0,9.0
408,8.0,8.0,8.0,9.0,8.0,8.0
409,8.0,8.0,8.0,9.0,8.0,8.0
410,8.0,8.0,8.0,9.0,8.0,8.0
411,7.0,7.0,7.0,9.0,8.0,8.0
412,7.0,7.0,7.0,9.0,9.0,8.0
413,8.0,8.0,7.0,9.0,9.0,8.0
414,9.0,8.0,8.0,9.0,8.0,8.0
415,8.0,8.0,8.0,9.0,8.0,8.0
416,8.0,8.0,8.0,9.0,8.0,8.0
417,8.0,8.0,8.0,9.0,9.0,9.0
418,9.0,8.0,9.0,9.0,9.0,9.0
419,8.0,8.0,9.0,9.0,9.0,9.0
420,9.0,8.0,8.0,9.0,9.0,8.0
421,9.0,8.0,9.0,9.0,9.0,8.0
422,8.0,8.0,8.0,9.0,9.0,8.0
423,9.0,8.0,9.0,9.0,9.0,9.0
424,8.0,8.0,8.0,9.0,9.0,8.0
425,9.0,8.0,8.0,9.0,9.0,8.0
426,8.0,8.0,8.0,9.0,9.0,8.0
427,7.0,7.0,7.0,8.0,8.0,8.0
428,8.0,8.0,8.0,9.0,8.0,8.0
429,8.0,8.0,7.0,9.0,8.0,8.0
430,8.0,8.0,8.0,9.0,9.0,8.0
431,8.0,8.0,8.0,9.0,9.0,8.0
432,8.0,8.0,8.0,9.0,9.0,8.0
433,8.0,7.0,7.0,8.0,8.0,8.0
434,9.0,8.0,9.0,9.0,9.0,9.0
435,9.0,8.0,9.0,9.0,8.0,8.0
436,8.0,8.0,9.0,9.0,8.0,8.0
437,9.0,8.0,8.0,9.0,9.0,8.0
438,8.0,8.0,8.0,9.0,9.0,8.0
439,8.0,8.0,8.0,9.0,9.0,8.0
440,9.0,8.0,9.0,9.0,9.0,8.0
441,8.0,7.0,8.0,8.0,8.0,8.0
442,8.0,8.0,8.0,9.0,8.0,8.0
443,8.0,8.0,8.0,9.0,9.0,8.0
444,8.0,8.0,9.0,9.0,9.0,9.0
445,9.0,8.0,8.0,9.0,9.0,8.0
446,7.0,7.0,7.0,9.0,8.0,7.0
447,9.0,8.0,8.0,9.0,9.0,9.0
448,8.0,8.0,8.0,9.0,9.0,9.0
449,9.0,9.0,7.0,9.0,9.0,9.0
450,9.0,8.0,9.0,8.0,8.0,8.0
451,8.0,9.0,9.0,9.0,8.0,8.0
452,7.0,8.0,7.0,9.0,9.0,8.0
453,8.0,7.0,8.0,8.0,7.0,8.0
454,8.0,8.0,8.0,9.0,9.0,8.0
455,8.0,8.0,8.0,8.0,8.0,8.0
456,7.0,8.0,7.0,9.0,8.0,8.0
457,8.0,8.0,9.0,9.0,9.0,9.0
458,9.0,8.0,7.0,9.0,9.0,9.0
459,7.0,7.0,6.0,9.0,8.0,8.0
460,8.0,8.0,8.0,8.0,8.0,8.0
461,8.0,8.0,8.0,9.0,9.0,8.0
462,9.0,8.0,8.0,9.0,9.0,8.0
463,7.0,7.0,7.0,8.0,8.0,7.0
464,9.0,8.0,8.0,9.0,9.0,9.0
465,8.0,8.0,7.0,9.0,8.0,8.0
466,9.0,8.0,8.0,9.0,9.0,9.0
467,9.0,8.0,9.0,9.0,9.0,9.0
468,9.0,8.0,8.0,9.0,9.0,8.0
469,8.0,8.0,8.0,9.0,9.0,9.0
470,8.0,8.0,8.0,9.0,9.0,9.0
471,8.0,7.0,7.0,8.0,8.0,8.0
472,9.0,9.0,8.0,9.0,9.0,9.0
473,8.0,8.0,8.0,9.0,8.0,8.0
474,7.0,7.0,7.0,9.0,9.0,8.0
475,7.0,7.0,8.0,9.0,8.0,8.0
476,7.0,8.0,8.0,9.0,9.0,8.0
477,8.0,8.0,8.0,8.0,8.0,8.0
478,8.0,8.0,8.0,9.0,9.0,8.0
479,8.0,8.0,8.0,9.0,9.0,9.0
480,8.0,8.0,8.0,9.0,9.0,8.0
481,8.0,8.0,8.0,9.0,9.0,8.0
482,7.0,8.0,8.0,9.0,9.0,8.0
483,9.0,8.0,8.0,9.0,9.0,8.0
484,9.0,8.0,9.0,9.0,9.0,8.0
485,9.0,8.0,8.0,9.0,9.0,8.0
486,7.0,7.0,7.0,9.0,8.0,8.0
487,8.0,8.0,8.0,9.0,9.0,9.0
488,9.0,8.0,8.0,9.0,9.0,8.0
489,8.0,8.0,8.0,9.0,8.0,8.0
490,7.0,8.0,8.0,9.0,9.0,8.0
491,8.0,8.0,8.0,9.0,9.0,9.0
492,8.0,8.0,7.0,9.0,9.0,9.0
493,9.0,8.0,9.0,9.0,9.0,9.0
494,9.0,8.0,8.0,9.0,9.0,8.0
495,8.0,8.0,8.0,9.0,9.0,8.0
496,7.0,8.0,8.0,9.0,9.0,9.0
497,8.0,8.0,8.0,8.0,8.0,8.0
498,9.0,8.0,9.0,9.0,9.0,8.0
499,9.0,7.0,8.0,9.0,9.0,8.0
