Conversation_ID,Turn_1,Turn_2,Turn_3,Turn_4,Turn_5,Turn_6,Turn_7,Turn_8,Turn_9,Turn_10,Turn_11,Turn_12,Turn_13,Turn_14,Turn_15,Turn_16,Turn_17,Turn_18,Turn_19,Turn_20,Turn_21,Turn_22,Turn_23,Turn_24,Turn_25,Turn_26,Turn_27,Turn_28,Turn_29,Turn_30
30,5.0,8.0,7.0,6.0,5.0,7.0,7.0,3.0,6.0,3.0,4.0,6.0,5.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,6.0,3.0,3.0,3.0,6.0,7.0
31,5.0,6.0,7.0,3.0,7.0,4.0,5.0,7.0,3.0,2.0,5.0,3.0,6.0,6.0,4.0,8.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,8.0,3.0,3.0,4.0,5.0,3.0,4.0
32,5.0,5.0,4.0,6.0,7.0,5.0,2.0,4.0,5.0,4.0,3.0,8.0,4.0,4.0,4.0,3.0,7.0,5.0,7.0,5.0,4.0,3.0,5.0,7.0,5.0,4.0,5.0,3.0,3.0,4.0
33,3.0,8.0,8.0,4.0,5.0,4.0,2.0,3.0,8.0,4.0,8.0,3.0,3.0,4.0,8.0,4.0,3.0,3.0,8.0,4.0,8.0,7.0,4.0,8.0,3.0,8.0,8.0,6.0,8.0,8.0
34,4.0,4.0,4.0,6.0,8.0,4.0,6.0,3.0,4.0,8.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,5.0,4.0,2.0,4.0,4.0,8.0,8.0,3.0,4.0,3.0,5.0,4.0,3.0
35,3.0,8.0,8.0,7.0,8.0,6.0,9.0,7.0,3.0,4.0,3.0,7.0,5.0,3.0,4.0,4.0,8.0,2.0,3.0,3.0,8.0,4.0,7.0,5.0,5.0,2.0,4.0,3.0,5.0,3.0
36,4.0,8.0,8.0,7.0,5.0,6.0,3.0,6.0,8.0,3.0,4.0,7.0,6.0,8.0,3.0,8.0,6.0,4.0,3.0,6.0,2.0,3.0,9.0,8.0,8.0,7.0,3.0,4.0,4.0,4.0
37,4.0,6.0,4.0,4.0,8.0,8.0,4.0,4.0,8.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,5.0,4.0,5.0,7.0,4.0,4.0,4.0,4.0,4.0,4.0,7.0,4.0,4.0
38,7.0,6.0,4.0,5.0,4.0,5.0,5.0,3.0,3.0,4.0,4.0,4.0,5.0,3.0,4.0,2.0,4.0,2.0,5.0,3.0,5.0,4.0,3.0,3.0,2.0,6.0,4.0,5.0,4.0,4.0
39,3.0,7.0,5.0,4.0,3.0,3.0,3.0,8.0,3.0,3.0,6.0,4.0,3.0,3.0,3.0,4.0,4.0,8.0,4.0,5.0,4.0,4.0,3.0,6.0,5.0,2.0,3.0,5.0,7.0,3.0
40,5.0,5.0,8.0,8.0,6.0,7.0,7.0,7.0,3.0,8.0,6.0,8.0,4.0,7.0,8.0,7.0,8.0,7.0,8.0,8.0,6.0,4.0,7.0,8.0,8.0,3.0,8.0,4.0,6.0,3.0
41,5.0,8.0,7.0,8.0,9.0,7.0,4.0,7.0,4.0,4.0,5.0,5.0,3.0,6.0,4.0,4.0,6.0,5.0,2.0,2.0,4.0,3.0,5.0,8.0,3.0,3.0,6.0,4.0,5.0,3.0
42,8.0,8.0,5.0,7.0,7.0,7.0,3.0,8.0,3.0,8.0,6.0,6.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,2.0,4.0,8.0,3.0,6.0,4.0,3.0,3.0,8.0,3.0
43,5.0,8.0,8.0,6.0,8.0,7.0,7.0,4.0,8.0,3.0,4.0,5.0,8.0,6.0,3.0,4.0,3.0,4.0,4.0,7.0,3.0,8.0,8.0,4.0,3.0,4.0,7.0,7.0,4.0,8.0
44,4.0,8.0,3.0,8.0,4.0,8.0,4.0,4.0,3.0,4.0,4.0,3.0,6.0,6.0,5.0,3.0,3.0,2.0,8.0,3.0,3.0,4.0,6.0,4.0,6.0,5.0,3.0,3.0,4.0,3.0
45,8.0,3.0,4.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,4.0,6.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,2.0,8.0,8.0,7.0,8.0,8.0,8.0
46,3.0,6.0,5.0,2.0,8.0,4.0,7.0,7.0,8.0,6.0,3.0,2.0,3.0,3.0,4.0,7.0,7.0,2.0,4.0,4.0,4.0,6.0,8.0,3.0,8.0,5.0,5.0,3.0,2.0,9.0
47,6.0,3.0,8.0,8.0,4.0,8.0,3.0,3.0,3.0,2.0,8.0,8.0,4.0,3.0,3.0,5.0,3.0,8.0,2.0,6.0,6.0,4.0,8.0,6.0,7.0,7.0,7.0,5.0,5.0,7.0
48,7.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,6.0,5.0,6.0,6.0,5.0,6.0,7.0,8.0,4.0,4.0,3.0,3.0,5.0,7.0,4.0,5.0,2.0,7.0,2.0,4.0,7.0
49,4.0,6.0,6.0,8.0,4.0,8.0,9.0,8.0,7.0,8.0,4.0,3.0,8.0,4.0,9.0,8.0,8.0,6.0,8.0,7.0,8.0,5.0,4.0,3.0,8.0,8.0,5.0,8.0,6.0,8.0
50,4.0,4.0,5.0,5.0,8.0,7.0,6.0,7.0,3.0,7.0,4.0,6.0,4.0,6.0,5.0,3.0,4.0,7.0,8.0,5.0,8.0,7.0,6.0,4.0,6.0,4.0,2.0,8.0,8.0,7.0
51,4.0,4.0,8.0,5.0,8.0,6.0,3.0,8.0,6.0,4.0,7.0,7.0,3.0,7.0,7.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,2.0,2.0,6.0,5.0,4.0
52,3.0,4.0,6.0,5.0,7.0,5.0,5.0,3.0,8.0,4.0,8.0,3.0,8.0,8.0,6.0,4.0,8.0,8.0,5.0,7.0,8.0,8.0,8.0,7.0,6.0,3.0,8.0,8.0,8.0,3.0
53,8.0,3.0,7.0,5.0,4.0,5.0,4.0,7.0,4.0,3.0,6.0,5.0,2.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,6.0,3.0,4.0,4.0,5.0,5.0,3.0,4.0,4.0
54,3.0,7.0,8.0,8.0,3.0,8.0,3.0,2.0,8.0,4.0,2.0,8.0,4.0,5.0,5.0,8.0,7.0,8.0,4.0,5.0,3.0,8.0,2.0,4.0,3.0,4.0,4.0,8.0,5.0,3.0
55,4.0,6.0,6.0,6.0,4.0,5.0,5.0,4.0,5.0,6.0,3.0,5.0,8.0,5.0,2.0,4.0,2.0,4.0,4.0,5.0,5.0,4.0,3.0,5.0,7.0,6.0,3.0,4.0,4.0,4.0
56,5.0,3.0,3.0,5.0,4.0,2.0,2.0,4.0,2.0,3.0,4.0,4.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,2.0,3.0,7.0,3.0,3.0,4.0,4.0
57,8.0,8.0,8.0,7.0,9.0,7.0,8.0,8.0,9.0,8.0,4.0,8.0,8.0,6.0,8.0,6.0,5.0,8.0,8.0,8.0,7.0,5.0,7.0,6.0,8.0,8.0,8.0,8.0,8.0,6.0
58,6.0,5.0,4.0,7.0,7.0,5.0,6.0,3.0,6.0,5.0,4.0,4.0,2.0,6.0,3.0,3.0,8.0,4.0,2.0,4.0,2.0,5.0,2.0,4.0,2.0,7.0,5.0,2.0,8.0,4.0
59,5.0,6.0,5.0,5.0,5.0,6.0,5.0,7.0,7.0,5.0,4.0,7.0,5.0,5.0,4.0,5.0,7.0,7.0,3.0,4.0,4.0,5.0,4.0,6.0,4.0,5.0,5.0,6.0,3.0,5.0
60,4.0,6.0,8.0,6.0,5.0,5.0,6.0,5.0,3.0,4.0,5.0,8.0,4.0,6.0,4.0,5.0,4.0,4.0,6.0,5.0,5.0,4.0,4.0,3.0,5.0,5.0,5.0,4.0,3.0,8.0
61,4.0,3.0,8.0,8.0,4.0,8.0,6.0,4.0,8.0,4.0,7.0,8.0,8.0,4.0,6.0,8.0,6.0,9.0,8.0,8.0,6.0,2.0,8.0,8.0,7.0,3.0,6.0,7.0,8.0,3.0
62,3.0,5.0,5.0,8.0,4.0,8.0,4.0,4.0,8.0,4.0,5.0,3.0,3.0,5.0,4.0,3.0,3.0,5.0,4.0,4.0,3.0,3.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0
63,4.0,7.0,8.0,8.0,8.0,7.0,6.0,7.0,8.0,8.0,8.0,2.0,3.0,6.0,7.0,6.0,8.0,7.0,8.0,4.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0
64,4.0,5.0,4.0,6.0,6.0,3.0,3.0,6.0,5.0,4.0,8.0,6.0,5.0,4.0,5.0,6.0,3.0,4.0,3.0,5.0,6.0,8.0,4.0,4.0,6.0,4.0,2.0,6.0,5.0,6.0
65,6.0,4.0,2.0,4.0,7.0,4.0,3.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,2.0,3.0,4.0,2.0,4.0,5.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,4.0,4.0
66,5.0,4.0,2.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,8.0,3.0,4.0,3.0,2.0,4.0,3.0,4.0,3.0,5.0,2.0,2.0,3.0,2.0,4.0,5.0,8.0,3.0
67,4.0,6.0,7.0,4.0,6.0,7.0,4.0,7.0,6.0,5.0,4.0,5.0,3.0,3.0,5.0,4.0,6.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,8.0,2.0,3.0
68,5.0,8.0,7.0,3.0,3.0,8.0,6.0,8.0,3.0,2.0,4.0,3.0,8.0,2.0,8.0,3.0,4.0,8.0,7.0,3.0,5.0,3.0,4.0,8.0,4.0,2.0,5.0,4.0,8.0,3.0
69,3.0,5.0,3.0,4.0,6.0,4.0,5.0,4.0,4.0,3.0,5.0,4.0,4.0,5.0,3.0,5.0,5.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,6.0,4.0,2.0,4.0,4.0
70,5.0,7.0,8.0,8.0,6.0,6.0,7.0,6.0,5.0,8.0,4.0,6.0,8.0,3.0,4.0,3.0,7.0,8.0,3.0,8.0,4.0,3.0,8.0,4.0,3.0,3.0,7.0,6.0,7.0,7.0
71,3.0,6.0,6.0,4.0,7.0,4.0,8.0,7.0,4.0,3.0,6.0,4.0,5.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,6.0,4.0,3.0
72,7.0,8.0,8.0,6.0,5.0,8.0,8.0,8.0,8.0,8.0,5.0,6.0,3.0,4.0,8.0,3.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,7.0,8.0
73,6.0,8.0,4.0,7.0,8.0,6.0,6.0,5.0,7.0,4.0,6.0,8.0,4.0,6.0,4.0,8.0,7.0,4.0,8.0,6.0,2.0,8.0,8.0,6.0,4.0,7.0,3.0,8.0,8.0,8.0
74,5.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,6.0,3.0,4.0,7.0,8.0,8.0,8.0,8.0,7.0,4.0,7.0,4.0,7.0,8.0,8.0,7.0,8.0,7.0,8.0,8.0
75,2.0,4.0,6.0,6.0,4.0,5.0,4.0,5.0,4.0,3.0,3.0,4.0,3.0,5.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,5.0
76,4.0,3.0,5.0,4.0,4.0,6.0,3.0,3.0,4.0,5.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,6.0,3.0,4.0,5.0,4.0,6.0,4.0,4.0,2.0,2.0
77,5.0,6.0,8.0,8.0,3.0,3.0,7.0,8.0,3.0,8.0,4.0,4.0,8.0,3.0,8.0,5.0,4.0,7.0,7.0,4.0,8.0,3.0,8.0,4.0,3.0,6.0,4.0,3.0,9.0,8.0
78,4.0,9.0,6.0,8.0,8.0,2.0,7.0,5.0,4.0,7.0,3.0,5.0,3.0,2.0,3.0,4.0,4.0,3.0,4.0,7.0,3.0,6.0,6.0,7.0,5.0,2.0,8.0,7.0,8.0,3.0
79,3.0,6.0,8.0,3.0,5.0,2.0,9.0,3.0,3.0,4.0,6.0,8.0,6.0,8.0,3.0,7.0,8.0,8.0,3.0,9.0,3.0,3.0,2.0,8.0,2.0,5.0,2.0,3.0,9.0,7.0
80,4.0,8.0,8.0,9.0,5.0,8.0,8.0,7.0,4.0,3.0,6.0,6.0,6.0,5.0,8.0,8.0,5.0,7.0,5.0,9.0,5.0,5.0,2.0,3.0,7.0,5.0,4.0,3.0,6.0,7.0
81,4.0,7.0,5.0,7.0,3.0,8.0,6.0,3.0,8.0,7.0,5.0,6.0,8.0,7.0,2.0,7.0,5.0,6.0,8.0,4.0,3.0,3.0,3.0,3.0,6.0,7.0,4.0,8.0,7.0,8.0
82,4.0,2.0,7.0,8.0,4.0,9.0,8.0,5.0,7.0,4.0,8.0,7.0,7.0,8.0,8.0,5.0,6.0,8.0,7.0,7.0,5.0,4.0,3.0,4.0,4.0,6.0,7.0,4.0,5.0,5.0
83,7.0,7.0,8.0,6.0,5.0,4.0,7.0,8.0,8.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,5.0,6.0,4.0,3.0,6.0,4.0,4.0,4.0,5.0,6.0
84,4.0,6.0,4.0,5.0,3.0,8.0,5.0,3.0,3.0,4.0,4.0,4.0,5.0,3.0,4.0,5.0,3.0,5.0,3.0,4.0,3.0,5.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,4.0
85,4.0,6.0,8.0,8.0,5.0,6.0,5.0,7.0,5.0,4.0,6.0,4.0,4.0,5.0,6.0,7.0,5.0,6.0,4.0,4.0,4.0,3.0,5.0,5.0,2.0,6.0,5.0,4.0,4.0,4.0
86,4.0,6.0,7.0,5.0,4.0,4.0,4.0,6.0,4.0,8.0,7.0,4.0,7.0,3.0,3.0,8.0,4.0,4.0,7.0,6.0,6.0,3.0,4.0,3.0,7.0,4.0,5.0,7.0,3.0,4.0
87,4.0,3.0,8.0,3.0,4.0,6.0,8.0,8.0,5.0,6.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,3.0,3.0,2.0,5.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,3.0,5.0
88,6.0,5.0,7.0,8.0,8.0,7.0,3.0,3.0,3.0,6.0,4.0,7.0,4.0,5.0,4.0,4.0,8.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,8.0,3.0,5.0,7.0,4.0,4.0
89,5.0,4.0,4.0,4.0,7.0,3.0,7.0,4.0,4.0,2.0,4.0,3.0,3.0,4.0,7.0,4.0,4.0,8.0,8.0,8.0,4.0,8.0,3.0,6.0,3.0,3.0,4.0,3.0,8.0,3.0
90,3.0,6.0,7.0,3.0,5.0,8.0,4.0,4.0,3.0,8.0,7.0,4.0,4.0,6.0,7.0,4.0,4.0,3.0,4.0,6.0,4.0,4.0,4.0,2.0,3.0,3.0,5.0,3.0,4.0,2.0
91,5.0,7.0,3.0,4.0,3.0,7.0,3.0,5.0,7.0,7.0,3.0,6.0,7.0,2.0,4.0,6.0,2.0,4.0,4.0,3.0,5.0,7.0,8.0,7.0,8.0,8.0,8.0,7.0,3.0,3.0
92,3.0,4.0,4.0,7.0,8.0,7.0,8.0,8.0,8.0,6.0,7.0,3.0,4.0,7.0,3.0,4.0,3.0,3.0,7.0,6.0,7.0,2.0,8.0,4.0,4.0,7.0,7.0,3.0,6.0,2.0
93,3.0,6.0,8.0,7.0,8.0,5.0,7.0,8.0,8.0,8.0,5.0,8.0,4.0,5.0,8.0,7.0,9.0,8.0,8.0,7.0,8.0,3.0,7.0,8.0,7.0,8.0,8.0,8.0,8.0,7.0
94,2.0,8.0,8.0,8.0,8.0,4.0,3.0,8.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,5.0,6.0,5.0,7.0,2.0,5.0,8.0,6.0,3.0,7.0,3.0,4.0,4.0,3.0
95,5.0,2.0,7.0,6.0,8.0,7.0,8.0,8.0,9.0,5.0,7.0,5.0,8.0,4.0,8.0,8.0,4.0,8.0,3.0,8.0,8.0,8.0,4.0,8.0,8.0,8.0,8.0,8.0,4.0,4.0
96,4.0,7.0,5.0,7.0,3.0,5.0,4.0,5.0,2.0,3.0,4.0,4.0,4.0,5.0,7.0,2.0,3.0,4.0,2.0,5.0,4.0,3.0,4.0,4.0,3.0,5.0,4.0,3.0,2.0,3.0
97,4.0,4.0,4.0,4.0,4.0,6.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,8.0,5.0,7.0,4.0,5.0,4.0,4.0,3.0,4.0,5.0,7.0,4.0,4.0,4.0,8.0,6.0,4.0
98,3.0,4.0,3.0,8.0,6.0,8.0,8.0,9.0,7.0,8.0,8.0,7.0,6.0,8.0,5.0,9.0,5.0,8.0,8.0,4.0,8.0,6.0,6.0,8.0,4.0,8.0,8.0,8.0,8.0,8.0
99,4.0,7.0,4.0,8.0,6.0,3.0,6.0,6.0,8.0,3.0,2.0,4.0,3.0,5.0,3.0,3.0,6.0,4.0,4.0,5.0,6.0,2.0,4.0,4.0,3.0,3.0,5.0,6.0,5.0,3.0
100,3.0,8.0,8.0,8.0,8.0,6.0,4.0,8.0,3.0,8.0,8.0,5.0,7.0,3.0,4.0,8.0,6.0,3.0,4.0,5.0,3.0,2.0,4.0,6.0,8.0,2.0,7.0,2.0,8.0,3.0
101,4.0,4.0,5.0,8.0,5.0,6.0,7.0,3.0,7.0,4.0,8.0,7.0,7.0,5.0,8.0,8.0,8.0,3.0,3.0,6.0,4.0,8.0,5.0,8.0,4.0,4.0,8.0,3.0,7.0,9.0
102,5.0,4.0,6.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,3.0,4.0,3.0,5.0,4.0,5.0,4.0,3.0,4.0,5.0,5.0,5.0,4.0,7.0,2.0,3.0,6.0
103,3.0,4.0,5.0,3.0,4.0,6.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,2.0,3.0,5.0,3.0,3.0
104,5.0,6.0,2.0,4.0,7.0,4.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0
105,4.0,8.0,4.0,4.0,5.0,4.0,8.0,3.0,4.0,5.0,6.0,3.0,6.0,8.0,3.0,7.0,5.0,3.0,8.0,6.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,3.0
106,4.0,5.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,3.0,2.0,3.0,5.0,2.0,7.0,3.0,5.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0
107,3.0,8.0,3.0,3.0,8.0,4.0,3.0,4.0,5.0,4.0,5.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,4.0,3.0,2.0,4.0,6.0,2.0,3.0,4.0,7.0,6.0,8.0
108,6.0,8.0,8.0,8.0,4.0,7.0,6.0,7.0,7.0,8.0,8.0,6.0,6.0,7.0,9.0,7.0,5.0,7.0,8.0,8.0,7.0,8.0,8.0,8.0,5.0,5.0,7.0,8.0,8.0,8.0
109,3.0,6.0,8.0,6.0,2.0,6.0,3.0,5.0,4.0,6.0,3.0,5.0,9.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,7.0,4.0,3.0,3.0,6.0,4.0,4.0,4.0,8.0
110,3.0,7.0,8.0,4.0,8.0,4.0,7.0,5.0,7.0,8.0,8.0,5.0,3.0,4.0,3.0,7.0,6.0,7.0,5.0,5.0,4.0,2.0,2.0,7.0,3.0,5.0,3.0,3.0,3.0,5.0
