Conversation_Id,Clinical Accuracy & Safety_Rating,Clarity & Understandability_Rating,Actionability_Rating,Empathy & Supportiveness_Rating,Adaptability & Personalization_Rating,Trustworthiness & Ethical Communication_Rating
108,8.0,8.0,8.0,8.0,8.0,8.0
109,8.0,8.0,8.0,8.0,8.0,8.0
110,5.0,5.0,8.0,8.0,8.0,5.0
111,8.0,8.0,8.0,8.0,8.0,8.0
112,8.0,8.0,8.0,8.0,8.0,8.0
113,8.0,8.0,8.0,8.0,8.0,8.0
114,8.0,8.0,8.0,8.0,8.0,8.0
115,8.0,8.0,8.0,8.0,8.0,8.0
116,8.0,8.0,8.0,8.0,8.0,8.0
117,8.0,8.0,8.0,8.0,8.0,8.0
118,8.0,8.0,8.0,8.0,8.0,8.0
119,8.0,8.0,8.0,8.0,8.0,8.0
120,8.0,8.0,8.0,8.0,8.0,8.0
121,5.0,8.0,8.0,8.0,8.0,8.0
122,8.0,8.0,8.0,8.0,8.0,8.0
123,8.0,8.0,8.0,8.0,8.0,8.0
124,8.0,8.0,8.0,8.0,8.0,8.0
125,8.0,8.0,8.0,8.0,8.0,10.0
126,8.0,8.0,8.0,8.0,8.0,8.0
127,8.0,8.0,8.0,8.0,8.0,8.0
128,5.0,5.0,8.0,8.0,8.0,8.0
129,8.0,8.0,8.0,8.0,8.0,8.0
130,8.0,8.0,8.0,8.0,8.0,8.0
131,8.0,8.0,8.0,8.0,8.0,8.0
132,8.0,8.0,8.0,8.0,8.0,8.0
133,8.0,8.0,8.0,8.0,8.0,8.0
134,8.0,8.0,8.0,8.0,8.0,8.0
135,5.0,5.0,8.0,8.0,8.0,5.0
136,8.0,8.0,8.0,8.0,8.0,8.0
137,8.0,8.0,8.0,8.0,8.0,8.0
138,8.0,8.0,8.0,8.0,8.0,8.0
139,8.0,8.0,8.0,8.0,8.0,8.0
140,8.0,8.0,8.0,8.0,8.0,8.0
141,8.0,8.0,8.0,8.0,8.0,8.0
142,8.0,8.0,8.0,8.0,8.0,8.0
143,8.0,8.0,8.0,8.0,8.0,8.0
144,8.0,8.0,8.0,8.0,8.0,8.0
145,8.0,8.0,8.0,8.0,8.0,8.0
146,8.0,8.0,8.0,8.0,8.0,8.0
147,8.0,8.0,8.0,8.0,8.0,8.0
148,8.0,8.0,8.0,8.0,8.0,8.0
149,8.0,8.0,8.0,8.0,8.0,8.0
150,8.0,8.0,8.0,8.0,8.0,8.0
151,8.0,8.0,8.0,8.0,8.0,8.0
152,8.0,8.0,8.0,8.0,8.0,8.0
153,8.0,8.0,8.0,8.0,8.0,8.0
154,8.0,8.0,8.0,8.0,8.0,8.0
155,8.0,8.0,8.0,8.0,8.0,8.0
156,8.0,8.0,8.0,8.0,8.0,8.0
157,8.0,8.0,8.0,8.0,8.0,8.0
158,8.0,8.0,8.0,8.0,8.0,8.0
159,8.0,8.0,8.0,8.0,8.0,8.0
160,8.0,8.0,8.0,8.0,8.0,8.0
161,8.0,8.0,8.0,8.0,8.0,8.0
162,8.0,8.0,8.0,8.0,8.0,8.0
163,8.0,8.0,8.0,8.0,8.0,8.0
164,8.0,8.0,8.0,8.0,8.0,8.0
165,8.0,8.0,8.0,8.0,8.0,8.0
166,5.0,5.0,8.0,5.0,8.0,5.0
167,8.0,8.0,8.0,8.0,8.0,8.0
168,8.0,8.0,8.0,8.0,8.0,8.0
169,8.0,8.0,8.0,8.0,8.0,8.0
170,8.0,8.0,8.0,8.0,8.0,8.0
171,8.0,8.0,8.0,8.0,8.0,8.0
172,8.0,8.0,8.0,8.0,8.0,8.0
173,8.0,8.0,8.0,8.0,8.0,8.0
174,8.0,8.0,8.0,8.0,8.0,8.0
175,8.0,8.0,8.0,8.0,8.0,8.0
176,8.0,8.0,8.0,8.0,8.0,8.0
177,8.0,8.0,8.0,8.0,8.0,8.0
178,8.0,8.0,8.0,8.0,8.0,8.0
179,5.0,5.0,7.0,5.0,8.0,5.0
180,8.0,8.0,8.0,8.0,8.0,8.0
181,5.0,5.0,8.0,8.0,8.0,8.0
182,8.0,8.0,8.0,8.0,8.0,8.0
183,8.0,8.0,8.0,8.0,8.0,8.0
184,8.0,8.0,8.0,8.0,8.0,8.0
185,8.0,8.0,8.0,8.0,8.0,8.0
186,5.0,5.0,8.0,8.0,8.0,5.0
187,8.0,8.0,8.0,8.0,8.0,8.0
188,8.0,8.0,8.0,8.0,8.0,8.0
189,8.0,8.0,8.0,8.0,8.0,8.0
190,8.0,8.0,8.0,8.0,8.0,8.0
191,8.0,8.0,8.0,8.0,8.0,8.0
192,8.0,8.0,8.0,8.0,8.0,8.0
193,8.0,8.0,8.0,8.0,8.0,8.0
194,5.0,5.0,8.0,8.0,8.0,8.0
195,8.0,8.0,8.0,8.0,8.0,8.0
196,8.0,8.0,8.0,8.0,8.0,8.0
197,8.0,8.0,8.0,8.0,8.0,8.0
198,5.0,5.0,8.0,8.0,8.0,8.0
199,8.0,8.0,8.0,8.0,8.0,8.0
200,8.0,8.0,8.0,8.0,8.0,8.0
201,8.0,8.0,8.0,8.0,8.0,8.0
202,8.0,8.0,8.0,8.0,8.0,8.0
203,8.0,8.0,8.0,8.0,8.0,8.0
204,8.0,8.0,8.0,8.0,8.0,8.0
205,8.0,8.0,8.0,8.0,8.0,8.0
206,8.0,8.0,8.0,8.0,8.0,8.0
207,8.0,8.0,8.0,8.0,8.0,8.0
208,5.0,5.0,5.0,8.0,8.0,5.0
209,8.0,8.0,8.0,8.0,8.0,8.0
210,5.0,5.0,5.0,8.0,8.0,5.0
211,8.0,8.0,8.0,8.0,8.0,8.0
212,8.0,8.0,8.0,8.0,8.0,8.0
213,8.0,8.0,8.0,8.0,8.0,8.0
214,8.0,8.0,8.0,8.0,8.0,8.0
215,5.0,5.0,8.0,8.0,8.0,8.0
216,5.0,5.0,8.0,8.0,8.0,5.0
217,5.0,8.0,8.0,8.0,8.0,8.0
218,8.0,8.0,8.0,8.0,8.0,8.0
219,8.0,8.0,8.0,8.0,8.0,8.0
220,8.0,8.0,8.0,8.0,8.0,8.0
221,8.0,8.0,8.0,8.0,8.0,8.0
222,8.0,8.0,8.0,8.0,8.0,8.0
223,8.0,8.0,8.0,8.0,8.0,8.0
224,8.0,8.0,8.0,8.0,8.0,8.0
225,5.0,5.0,5.0,5.0,8.0,5.0
226,5.0,5.0,5.0,8.0,8.0,8.0
227,8.0,8.0,8.0,8.0,8.0,8.0
228,8.0,8.0,8.0,8.0,8.0,8.0
229,8.0,8.0,8.0,8.0,8.0,8.0
230,5.0,5.0,8.0,8.0,8.0,10.0
231,8.0,8.0,8.0,8.0,8.0,8.0
232,8.0,8.0,8.0,8.0,8.0,8.0
233,8.0,8.0,8.0,8.0,8.0,8.0
234,8.0,8.0,8.0,8.0,8.0,8.0
235,8.0,5.0,8.0,8.0,8.0,8.0
236,5.0,5.0,6.0,5.0,5.0,5.0
237,8.0,8.0,8.0,8.0,8.0,8.0
238,8.0,8.0,8.0,8.0,8.0,8.0
239,5.0,5.0,8.0,5.0,5.0,10.0
240,8.0,8.0,8.0,8.0,8.0,8.0
241,8.0,8.0,8.0,8.0,8.0,8.0
242,5.0,5.0,8.0,8.0,8.0,8.0
243,8.0,8.0,8.0,8.0,8.0,8.0
244,8.0,8.0,8.0,8.0,8.0,8.0
245,8.0,8.0,8.0,8.0,8.0,8.0
246,8.0,8.0,8.0,8.0,8.0,8.0
247,8.0,8.0,8.0,8.0,8.0,8.0
248,8.0,8.0,8.0,8.0,8.0,8.0
249,8.0,8.0,8.0,8.0,8.0,8.0
250,5.0,5.0,8.0,8.0,8.0,5.0
251,8.0,8.0,8.0,8.0,8.0,8.0
252,8.0,8.0,8.0,8.0,8.0,8.0
253,5.0,5.0,5.0,8.0,8.0,5.0
254,8.0,8.0,8.0,8.0,8.0,8.0
255,5.0,5.0,8.0,8.0,5.0,5.0
256,8.0,8.0,8.0,8.0,8.0,8.0
257,8.0,8.0,8.0,8.0,8.0,8.0
258,5.0,5.0,5.0,5.0,8.0,5.0
259,8.0,8.0,8.0,8.0,8.0,8.0
260,8.0,8.0,8.0,8.0,8.0,8.0
261,8.0,8.0,8.0,8.0,8.0,8.0
262,8.0,8.0,8.0,8.0,8.0,8.0
263,8.0,8.0,8.0,8.0,8.0,8.0
264,8.0,8.0,8.0,8.0,8.0,8.0
265,8.0,8.0,8.0,8.0,8.0,8.0
266,5.0,5.0,8.0,8.0,8.0,8.0
267,8.0,8.0,8.0,8.0,8.0,8.0
268,5.0,5.0,8.0,8.0,8.0,5.0
269,8.0,8.0,8.0,8.0,8.0,8.0
270,8.0,5.0,8.0,8.0,8.0,5.0
271,8.0,8.0,8.0,8.0,8.0,8.0
272,8.0,8.0,8.0,8.0,8.0,8.0
273,8.0,8.0,8.0,8.0,8.0,8.0
274,8.0,8.0,8.0,8.0,8.0,8.0
275,8.0,8.0,8.0,8.0,8.0,8.0
276,8.0,8.0,8.0,8.0,8.0,8.0
277,8.0,8.0,8.0,8.0,8.0,8.0
278,8.0,8.0,8.0,8.0,8.0,8.0
279,8.0,8.0,8.0,8.0,8.0,8.0
280,8.0,8.0,8.0,8.0,8.0,8.0
281,8.0,8.0,8.0,8.0,8.0,8.0
282,8.0,8.0,8.0,8.0,8.0,8.0
283,8.0,8.0,8.0,8.0,8.0,8.0
284,8.0,8.0,8.0,8.0,8.0,8.0
285,8.0,8.0,8.0,8.0,8.0,8.0
286,8.0,8.0,8.0,8.0,8.0,8.0
287,8.0,8.0,8.0,8.0,8.0,8.0
288,8.0,8.0,8.0,8.0,8.0,8.0
289,8.0,8.0,8.0,8.0,8.0,8.0
290,8.0,8.0,8.0,8.0,8.0,8.0
291,8.0,8.0,8.0,8.0,8.0,8.0
292,5.0,5.0,5.0,5.0,5.0,5.0
293,8.0,8.0,8.0,8.0,8.0,8.0
294,8.0,8.0,8.0,8.0,8.0,8.0
295,8.0,8.0,8.0,8.0,8.0,8.0
296,8.0,8.0,8.0,8.0,8.0,8.0
297,8.0,8.0,8.0,8.0,8.0,8.0
298,8.0,8.0,8.0,8.0,8.0,8.0
299,8.0,8.0,8.0,8.0,8.0,8.0
300,8.0,8.0,8.0,8.0,8.0,8.0
301,5.0,8.0,8.0,8.0,8.0,8.0
302,5.0,8.0,8.0,8.0,8.0,10.0
303,8.0,8.0,8.0,8.0,8.0,8.0
304,5.0,5.0,8.0,8.0,8.0,10.0
305,8.0,8.0,8.0,8.0,8.0,8.0
306,8.0,8.0,8.0,8.0,8.0,8.0
307,8.0,8.0,8.0,8.0,8.0,8.0
308,5.0,5.0,8.0,8.0,8.0,10.0
309,8.0,8.0,8.0,8.0,8.0,8.0
310,8.0,8.0,8.0,8.0,8.0,8.0
311,8.0,8.0,8.0,8.0,8.0,8.0
312,8.0,8.0,8.0,8.0,8.0,8.0
313,8.0,8.0,8.0,8.0,8.0,8.0
314,8.0,8.0,8.0,8.0,8.0,8.0
315,8.0,8.0,8.0,8.0,8.0,8.0
316,5.0,5.0,4.0,5.0,5.0,5.0
317,8.0,8.0,8.0,8.0,8.0,8.0
318,8.0,8.0,8.0,8.0,8.0,8.0
319,8.0,8.0,8.0,8.0,8.0,8.0
320,8.0,8.0,8.0,8.0,8.0,8.0
321,5.0,5.0,10.0,5.0,5.0,10.0
322,8.0,8.0,8.0,8.0,8.0,8.0
323,8.0,8.0,8.0,8.0,8.0,8.0
324,8.0,8.0,8.0,8.0,8.0,8.0
325,8.0,8.0,8.0,8.0,8.0,8.0
326,8.0,8.0,8.0,8.0,8.0,8.0
327,8.0,8.0,8.0,8.0,8.0,8.0
328,8.0,8.0,8.0,8.0,8.0,8.0
329,8.0,8.0,8.0,8.0,8.0,8.0
330,8.0,8.0,8.0,8.0,8.0,8.0
331,8.0,8.0,8.0,8.0,8.0,8.0
332,8.0,8.0,8.0,8.0,8.0,8.0
333,8.0,8.0,8.0,8.0,8.0,8.0
334,8.0,8.0,8.0,8.0,8.0,8.0
335,8.0,8.0,8.0,8.0,8.0,8.0
336,5.0,5.0,6.0,8.0,8.0,5.0
337,8.0,8.0,8.0,8.0,8.0,8.0
338,8.0,8.0,8.0,8.0,8.0,8.0
339,8.0,8.0,8.0,8.0,8.0,8.0
