Conversation_ID,Turn_1,Turn_2,Turn_3,Turn_4,Turn_5,Turn_6,Turn_7,Turn_8,Turn_9,Turn_10,Turn_11,Turn_12,Turn_13,Turn_14,Turn_15,Turn_16,Turn_17,Turn_18,Turn_19,Turn_20,Turn_21,Turn_22,Turn_23,Turn_24,Turn_25,Turn_26,Turn_27,Turn_28,Turn_29,Turn_30
conv_012,8.0,8.0,8.0,7.0,6.0,8.0,7.0,8.0,6.0,8.0,6.0,8.0,8.0,8.0,9.0,7.0,8.0,7.0,9.0,8.0,8.0,6.0,8.0,8.0,6.0,8.0,8.0,6.0,8.0,8.0
conv_013,6.0,8.0,8.0,6.0,8.0,8.0,7.0,7.0,6.0,6.0,8.0,6.0,8.0,8.0,8.0,7.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,7.0
conv_014,6.0,6.0,8.0,8.0,8.0,6.0,6.0,6.0,8.0,9.0,8.0,6.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,6.0,7.0,8.0,8.0,6.0,8.0,7.0,7.0,7.0,7.0,7.0
conv_015,8.0,8.0,8.0,7.0,8.0,8.0,6.0,6.0,8.0,7.0,8.0,7.0,8.0,8.0,7.0,6.0,6.0,6.0,6.0,8.0,8.0,7.0,8.0,6.0,8.0,7.0,8.0,8.0,6.0,8.0
conv_016,7.0,7.0,7.0,6.0,6.0,6.0,7.0,6.0,8.0,7.0,7.0,6.0,8.0,7.0,7.0,8.0,7.0,7.0,8.0,7.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,8.0,8.0,7.0
conv_017,8.0,7.0,6.0,8.0,8.0,7.0,8.0,6.0,8.0,8.0,8.0,7.0,6.0,8.0,8.0,8.0,7.0,6.0,8.0,6.0,7.0,8.0,6.0,8.0,6.0,6.0,8.0,6.0,8.0,8.0
conv_018,8.0,7.0,8.0,7.0,8.0,8.0,8.0,6.0,8.0,7.0,6.0,6.0,8.0,6.0,8.0,8.0,7.0,8.0,7.0,6.0,6.0,9.0,6.0,7.0,8.0,8.0,7.0,7.0,8.0,8.0
conv_019,6.0,8.0,8.0,6.0,8.0,6.0,7.0,7.0,8.0,6.0,6.0,8.0,6.0,8.0,8.0,6.0,7.0,6.0,6.0,7.0,8.0,7.0,7.0,7.0,8.0,6.0,7.0,6.0,8.0,7.0
conv_020,8.0,8.0,8.0,6.0,8.0,8.0,8.0,7.0,7.0,6.0,8.0,6.0,7.0,8.0,6.0,8.0,6.0,7.0,6.0,6.0,8.0,7.0,8.0,7.0,6.0,8.0,7.0,8.0,6.0,6.0
conv_021,6.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,6.0,6.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,7.0,7.0,8.0,8.0,8.0
conv_022,8.0,7.0,6.0,6.0,6.0,8.0,6.0,4.0,6.0,6.0,7.0,8.0,6.0,7.0,8.0,7.0,8.0,8.0,6.0,6.0,8.0,7.0,8.0,7.0,6.0,8.0,8.0,7.0,7.0,6.0
conv_023,6.0,8.0,8.0,8.0,7.0,6.0,6.0,7.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,7.0,7.0,8.0,6.0,8.0,8.0,8.0
conv_024,8.0,7.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,8.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,8.0,6.0,6.0,8.0,6.0,6.0,7.0,6.0,6.0,6.0,7.0,6.0
conv_025,7.0,7.0,7.0,8.0,8.0,6.0,7.0,8.0,7.0,8.0,7.0,7.0,8.0,8.0,7.0,8.0,8.0,7.0,7.0,6.0,6.0,7.0,8.0,7.0,7.0,6.0,6.0,7.0,6.0,8.0
conv_026,6.0,6.0,6.0,8.0,8.0,7.0,6.0,7.0,6.0,7.0,7.0,6.0,6.0,6.0,8.0,7.0,7.0,8.0,6.0,7.0,6.0,6.0,7.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0
conv_027,8.0,7.0,6.0,7.0,7.0,7.0,6.0,8.0,7.0,7.0,7.0,6.0,7.0,6.0,8.0,7.0,6.0,6.0,8.0,8.0,8.0,7.0,8.0,8.0,7.0,8.0,8.0,6.0,8.0,6.0
conv_028,6.0,8.0,6.0,8.0,7.0,6.0,8.0,6.0,8.0,8.0,7.0,8.0,8.0,7.0,8.0,7.0,6.0,6.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,6.0
conv_029,8.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,6.0,8.0,6.0,6.0,8.0,8.0,7.0,8.0,7.0,8.0,7.0,8.0,8.0,8.0,8.0
conv_030,7.0,8.0,7.0,6.0,7.0,6.0,7.0,8.0,8.0,7.0,6.0,7.0,7.0,7.0,8.0,8.0,6.0,8.0,8.0,7.0,8.0,8.0,7.0,8.0,6.0,7.0,7.0,7.0,8.0,8.0
conv_031,8.0,8.0,8.0,8.0,6.0,6.0,7.0,8.0,8.0,8.0,7.0,8.0,7.0,8.0,8.0,8.0,6.0,8.0,8.0,6.0,8.0,8.0,8.0,7.0,7.0,6.0,8.0,8.0,7.0,6.0
conv_032,8.0,8.0,6.0,8.0,8.0,8.0,7.0,7.0,8.0,6.0,8.0,6.0,8.0,6.0,8.0,6.0,7.0,7.0,8.0,8.0,8.0,6.0,8.0,8.0,7.0,6.0,6.0,7.0,8.0,7.0
conv_033,8.0,8.0,7.0,8.0,6.0,8.0,7.0,7.0,6.0,8.0,8.0,7.0,7.0,8.0,8.0,6.0,8.0,7.0,8.0,6.0,6.0,8.0,8.0,6.0,7.0,8.0,6.0,7.0,6.0,7.0
conv_034,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,6.0,7.0,8.0,7.0,7.0,7.0,7.0,6.0,6.0,8.0,7.0,8.0,8.0,8.0,8.0,7.0,6.0,8.0,8.0,8.0
conv_035,8.0,7.0,8.0,8.0,6.0,7.0,8.0,8.0,8.0,6.0,7.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,9.0,8.0,6.0,6.0,8.0,8.0,8.0,8.0
conv_036,8.0,8.0,8.0,7.0,7.0,7.0,6.0,6.0,6.0,8.0,7.0,8.0,7.0,7.0,7.0,6.0,7.0,7.0,6.0,7.0,7.0,6.0,6.0,8.0,8.0,6.0,7.0,8.0,7.0,8.0
conv_037,8.0,8.0,7.0,7.0,8.0,7.0,6.0,7.0,8.0,6.0,8.0,7.0,8.0,6.0,8.0,7.0,8.0,8.0,8.0,8.0,6.0,6.0,6.0,7.0,8.0,6.0,8.0,6.0,6.0,6.0
conv_038,8.0,8.0,8.0,8.0,6.0,7.0,8.0,7.0,7.0,6.0,6.0,8.0,6.0,6.0,8.0,8.0,8.0,7.0,8.0,8.0,7.0,7.0,6.0,7.0,8.0,8.0,7.0,8.0,7.0,6.0
conv_039,8.0,8.0,6.0,7.0,7.0,6.0,8.0,8.0,7.0,7.0,6.0,6.0,7.0,6.0,8.0,8.0,6.0,6.0,8.0,8.0,8.0,7.0,7.0,6.0,7.0,6.0,6.0,7.0,7.0,8.0
conv_040,8.0,8.0,8.0,8.0,8.0,7.0,8.0,7.0,7.0,8.0,8.0,6.0,7.0,8.0,7.0,8.0,8.0,7.0,6.0,8.0,8.0,7.0,7.0,7.0,8.0,8.0,8.0,6.0,8.0,8.0
conv_041,7.0,7.0,7.0,8.0,7.0,8.0,8.0,6.0,6.0,7.0,8.0,6.0,7.0,7.0,6.0,8.0,6.0,6.0,8.0,7.0,6.0,6.0,6.0,8.0,8.0,8.0,8.0,6.0,8.0,8.0
conv_042,8.0,8.0,8.0,7.0,8.0,8.0,6.0,6.0,8.0,6.0,8.0,6.0,8.0,8.0,7.0,7.0,8.0,6.0,7.0,7.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,6.0,8.0
conv_043,8.0,8.0,8.0,7.0,8.0,8.0,7.0,6.0,7.0,6.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,8.0,6.0,6.0,6.0,6.0,8.0,6.0,8.0,7.0
conv_044,8.0,8.0,8.0,7.0,8.0,8.0,8.0,7.0,6.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,6.0,8.0,8.0,6.0,6.0,7.0,6.0,6.0,7.0,6.0
conv_045,9.0,7.0,7.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,7.0,8.0,7.0,6.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,7.0,8.0,7.0,8.0
conv_046,6.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,7.0,8.0,8.0,7.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,7.0
conv_047,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
conv_048,6.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,9.0,8.0,7.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,6.0,7.0,8.0,6.0
conv_049,8.0,8.0,7.0,8.0,8.0,7.0,8.0,8.0,8.0,7.0,8.0,7.0,8.0,8.0,7.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,7.0,6.0,8.0,6.0,8.0,7.0
conv_050,8.0,7.0,7.0,8.0,7.0,7.0,6.0,7.0,7.0,8.0,6.0,6.0,6.0,7.0,6.0,6.0,8.0,6.0,8.0,8.0,6.0,6.0,6.0,8.0,6.0,6.0,7.0,7.0,7.0,6.0
conv_051,8.0,7.0,8.0,6.0,8.0,7.0,6.0,8.0,6.0,7.0,8.0,7.0,7.0,8.0,8.0,6.0,6.0,6.0,6.0,8.0,7.0,6.0,8.0,6.0,5.0,6.0,8.0,8.0,7.0,8.0
conv_052,8.0,8.0,8.0,6.0,8.0,6.0,7.0,6.0,8.0,8.0,8.0,7.0,6.0,8.0,8.0,8.0,8.0,6.0,8.0,8.0,7.0,8.0,8.0,8.0,7.0,7.0,8.0,6.0,8.0,6.0
conv_053,6.0,6.0,8.0,7.0,7.0,8.0,7.0,7.0,7.0,8.0,8.0,8.0,7.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,6.0,6.0,8.0,8.0,7.0,8.0,8.0,7.0
conv_054,7.0,8.0,7.0,7.0,8.0,6.0,8.0,8.0,6.0,7.0,8.0,8.0,8.0,7.0,6.0,7.0,8.0,6.0,8.0,8.0,6.0,8.0,6.0,6.0,8.0,8.0,6.0,6.0,8.0,6.0
conv_055,6.0,7.0,7.0,8.0,8.0,8.0,8.0,7.0,7.0,6.0,8.0,8.0,7.0,7.0,8.0,7.0,7.0,8.0,6.0,7.0,6.0,8.0,8.0,8.0,6.0,7.0,8.0,6.0,6.0,8.0
conv_056,6.0,6.0,6.0,8.0,8.0,8.0,6.0,7.0,7.0,6.0,6.0,7.0,7.0,8.0,6.0,6.0,6.0,8.0,6.0,8.0,6.0,8.0,8.0,6.0,6.0,7.0,8.0,6.0,8.0,7.0
conv_057,8.0,8.0,7.0,7.0,6.0,7.0,6.0,7.0,6.0,7.0,7.0,6.0,6.0,6.0,8.0,7.0,6.0,6.0,7.0,6.0,6.0,7.0,7.0,7.0,7.0,8.0,7.0,8.0,8.0,6.0
conv_058,6.0,7.0,8.0,6.0,7.0,7.0,7.0,8.0,8.0,6.0,6.0,7.0,7.0,7.0,8.0,8.0,7.0,6.0,8.0,6.0,7.0,6.0,7.0,8.0,6.0,8.0,8.0,6.0,6.0,7.0
conv_059,7.0,6.0,7.0,8.0,6.0,6.0,8.0,8.0,8.0,8.0,7.0,7.0,6.0,8.0,6.0,8.0,8.0,8.0,6.0,7.0,8.0,7.0,6.0,8.0,7.0,8.0,6.0,6.0,8.0,8.0
conv_060,6.0,7.0,8.0,8.0,8.0,8.0,8.0,6.0,7.0,7.0,8.0,8.0,7.0,8.0,8.0,8.0,6.0,8.0,8.0,7.0,7.0,8.0,7.0,7.0,8.0,6.0,7.0,8.0,6.0,8.0
conv_061,8.0,8.0,7.0,8.0,8.0,8.0,8.0,6.0,8.0,8.0,7.0,8.0,8.0,7.0,6.0,8.0,8.0,6.0,6.0,8.0,8.0,8.0,6.0,8.0,8.0,6.0,8.0,7.0,6.0,8.0
conv_062,8.0,8.0,6.0,6.0,6.0,6.0,7.0,7.0,6.0,6.0,7.0,6.0,8.0,6.0,8.0,6.0,8.0,6.0,6.0,6.0,8.0,7.0,6.0,8.0,8.0,8.0,8.0,8.0,6.0,6.0
conv_063,8.0,8.0,8.0,8.0,8.0,6.0,6.0,8.0,6.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,9.0,7.0,8.0,6.0,6.0,8.0,8.0,8.0,8.0,8.0,7.0
conv_064,8.0,6.0,7.0,8.0,7.0,7.0,6.0,8.0,6.0,7.0,8.0,6.0,7.0,6.0,6.0,6.0,7.0,6.0,6.0,7.0,8.0,8.0,6.0,7.0,8.0,7.0,7.0,8.0,8.0,8.0
conv_065,6.0,8.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,8.0,7.0,6.0,8.0,8.0,7.0,6.0,7.0,6.0,6.0,8.0,6.0,6.0,6.0,6.0,8.0,8.0
conv_066,8.0,7.0,8.0,7.0,6.0,8.0,6.0,8.0,8.0,8.0,7.0,7.0,6.0,7.0,7.0,7.0,6.0,6.0,6.0,8.0,8.0,8.0,8.0,7.0,8.0,6.0,8.0,6.0,6.0,7.0
conv_067,6.0,6.0,7.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,8.0,6.0,6.0,8.0,7.0,6.0,8.0,6.0,8.0,8.0,7.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0
conv_068,8.0,8.0,6.0,6.0,6.0,7.0,8.0,7.0,6.0,8.0,7.0,7.0,7.0,8.0,7.0,6.0,6.0,8.0,8.0,7.0,8.0,8.0,6.0,7.0,6.0,7.0,8.0,7.0,7.0,6.0
conv_069,8.0,6.0,8.0,8.0,6.0,6.0,7.0,6.0,6.0,8.0,6.0,7.0,8.0,8.0,6.0,6.0,6.0,7.0,8.0,6.0,8.0,6.0,8.0,6.0,8.0,7.0,8.0,8.0,7.0,8.0
conv_070,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,6.0,7.0,8.0,8.0,8.0,8.0,6.0,8.0,6.0,8.0,7.0,8.0,8.0,8.0,8.0,6.0,8.0,8.0
conv_071,6.0,7.0,6.0,7.0,6.0,7.0,6.0,7.0,7.0,7.0,6.0,7.0,6.0,7.0,6.0,8.0,8.0,6.0,7.0,6.0,6.0,8.0,8.0,6.0,8.0,6.0,7.0,7.0,7.0,7.0
conv_072,8.0,8.0,8.0,7.0,8.0,6.0,8.0,6.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,7.0,8.0,8.0,6.0,8.0,8.0,8.0
conv_073,7.0,7.0,7.0,8.0,6.0,8.0,6.0,7.0,8.0,6.0,7.0,6.0,6.0,8.0,6.0,7.0,7.0,6.0,7.0,8.0,7.0,7.0,8.0,6.0,7.0,6.0,7.0,6.0,8.0,8.0
conv_074,8.0,8.0,8.0,7.0,7.0,6.0,7.0,7.0,8.0,8.0,8.0,6.0,6.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,6.0,8.0,8.0,8.0,8.0,7.0,6.0,8.0,6.0
conv_075,6.0,6.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,7.0,6.0,7.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,7.0,6.0,6.0,6.0,7.0,8.0,6.0,8.0,8.0,6.0,6.0
conv_076,8.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,8.0,6.0,6.0,6.0,6.0,6.0,6.0,8.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,7.0,8.0,6.0,7.0,6.0,6.0
conv_077,6.0,8.0,6.0,6.0,7.0,6.0,7.0,8.0,7.0,7.0,8.0,6.0,6.0,6.0,8.0,7.0,7.0,8.0,8.0,7.0,6.0,8.0,8.0,6.0,8.0,6.0,6.0,7.0,8.0,6.0
conv_078,8.0,8.0,7.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,7.0,6.0,8.0,6.0,8.0,7.0,8.0,8.0,9.0,8.0,8.0,6.0
conv_079,8.0,6.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,8.0,6.0,8.0,6.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0
conv_080,6.0,6.0,7.0,8.0,7.0,7.0,6.0,6.0,7.0,6.0,7.0,6.0,7.0,8.0,6.0,6.0,6.0,7.0,8.0,8.0,6.0,6.0,6.0,6.0,7.0,8.0,7.0,8.0,6.0,8.0
conv_081,7.0,6.0,8.0,8.0,8.0,8.0,7.0,6.0,7.0,7.0,8.0,8.0,8.0,7.0,8.0,6.0,7.0,8.0,6.0,7.0,6.0,8.0,7.0,8.0,6.0,8.0,7.0,6.0,6.0,8.0
conv_082,8.0,8.0,8.0,8.0,8.0,6.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0
conv_083,7.0,8.0,6.0,8.0,7.0,8.0,6.0,7.0,6.0,7.0,7.0,8.0,7.0,7.0,6.0,7.0,6.0,7.0,7.0,7.0,8.0,6.0,8.0,6.0,8.0,6.0,8.0,7.0,6.0,7.0
conv_084,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,7.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,7.0,6.0,6.0,8.0,8.0,6.0,7.0,8.0,8.0,6.0,6.0,6.0,7.0,7.0
conv_085,6.0,7.0,8.0,8.0,8.0,7.0,6.0,8.0,8.0,7.0,8.0,6.0,8.0,6.0,6.0,6.0,8.0,7.0,7.0,8.0,8.0,6.0,7.0,8.0,6.0,7.0,8.0,8.0,8.0,8.0
conv_086,8.0,7.0,8.0,6.0,8.0,7.0,8.0,8.0,8.0,6.0,6.0,7.0,8.0,8.0,6.0,8.0,6.0,8.0,6.0,7.0,8.0,8.0,6.0,6.0,8.0,6.0,6.0,7.0,8.0,6.0
conv_087,6.0,6.0,6.0,7.0,8.0,7.0,6.0,8.0,6.0,6.0,6.0,6.0,8.0,6.0,8.0,6.0,7.0,8.0,6.0,6.0,6.0,7.0,6.0,6.0,7.0,6.0,8.0,6.0,6.0,8.0
conv_088,7.0,8.0,8.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,6.0,7.0,6.0,8.0,6.0,8.0,6.0,8.0,8.0,7.0,6.0,6.0,6.0,8.0,6.0,7.0,6.0,6.0,6.0,7.0
conv_089,8.0,7.0,6.0,7.0,7.0,8.0,7.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,6.0,8.0,6.0,6.0
conv_090,8.0,6.0,6.0,6.0,8.0,7.0,8.0,7.0,7.0,8.0,6.0,7.0,7.0,6.0,6.0,7.0,8.0,7.0,6.0,8.0,7.0,7.0,8.0,7.0,8.0,7.0,7.0,6.0,8.0,7.0
conv_091,7.0,6.0,7.0,8.0,6.0,8.0,7.0,6.0,7.0,7.0,7.0,8.0,7.0,8.0,7.0,7.0,6.0,7.0,6.0,6.0,8.0,8.0,8.0,6.0,6.0,8.0,6.0,7.0,6.0,7.0
conv_092,8.0,7.0,6.0,7.0,7.0,8.0,8.0,7.0,6.0,8.0,6.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,7.0,8.0,7.0,6.0,7.0,8.0,6.0,8.0,8.0,7.0,7.0,6.0
conv_093,8.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,7.0,8.0
conv_094,8.0,8.0,8.0,7.0,8.0,6.0,8.0,8.0,8.0,7.0,7.0,8.0,8.0,6.0,7.0,8.0,7.0,7.0,8.0,7.0,8.0,8.0,8.0,6.0,6.0,7.0,6.0,8.0,7.0,7.0
conv_095,8.0,6.0,7.0,8.0,8.0,6.0,8.0,6.0,8.0,8.0,7.0,6.0,8.0,7.0,8.0,8.0,6.0,8.0,6.0,8.0,9.0,8.0,7.0,6.0,8.0,7.0,6.0,6.0,8.0,8.0
conv_096,6.0,7.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,7.0,6.0,,6.0,7.0,6.0,6.0,7.0,6.0,6.0,6.0,7.0,7.0,6.0,6.0,7.0,6.0,6.0
conv_097,6.0,6.0,6.0,8.0,7.0,7.0,8.0,6.0,8.0,8.0,8.0,6.0,8.0,6.0,7.0,8.0,8.0,8.0,8.0,6.0,8.0,7.0,6.0,8.0,7.0,7.0,8.0,8.0,7.0,8.0
conv_098,7.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,7.0,6.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,6.0,7.0
conv_099,6.0,6.0,8.0,8.0,8.0,7.0,7.0,8.0,6.0,6.0,8.0,8.0,6.0,8.0,6.0,8.0,8.0,7.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0
conv_100,8.0,7.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,7.0,6.0,6.0,8.0,8.0,7.0,8.0,8.0
conv_101,7.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,8.0,6.0,7.0,6.0,8.0,6.0,7.0,8.0,8.0,8.0,8.0,6.0,7.0,7.0,7.0,7.0,7.0,6.0,8.0,7.0,7.0,6.0
conv_102,8.0,7.0,6.0,8.0,8.0,6.0,6.0,7.0,8.0,7.0,7.0,8.0,8.0,6.0,8.0,6.0,8.0,7.0,6.0,6.0,8.0,6.0,6.0,7.0,6.0,8.0,6.0,6.0,6.0,8.0
conv_103,6.0,6.0,6.0,6.0,6.0,8.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,7.0,6.0,6.0,6.0,6.0,8.0,6.0,7.0,6.0,6.0,7.0,6.0,6.0,6.0
conv_104,7.0,8.0,6.0,8.0,8.0,8.0,7.0,8.0,6.0,7.0,7.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,6.0,6.0,7.0,6.0,6.0,7.0,6.0,6.0,8.0,8.0
conv_105,6.0,8.0,8.0,8.0,8.0,8.0,7.0,6.0,7.0,6.0,6.0,8.0,7.0,8.0,6.0,8.0,8.0,8.0,6.0,6.0,8.0,8.0,7.0,7.0,7.0,8.0,8.0,8.0,7.0,8.0
conv_106,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,8.0,6.0,6.0,7.0,6.0,6.0,8.0,6.0,8.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
conv_107,8.0,6.0,8.0,8.0,8.0,8.0,7.0,6.0,8.0,6.0,8.0,7.0,8.0,8.0,8.0,7.0,6.0,8.0,7.0,6.0,6.0,7.0,6.0,6.0,7.0,8.0,8.0,8.0,8.0,7.0
conv_108,8.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,6.0,6.0,8.0,8.0,8.0,8.0,8.0,6.0,7.0,7.0,8.0
