Conversation_ID,Turn_1,Turn_2,Turn_3,Turn_4,Turn_5,Turn_6,Turn_7,Turn_8,Turn_9,Turn_10,Turn_11,Turn_12,Turn_13,Turn_14,Turn_15,Turn_16,Turn_17,Turn_18,Turn_19,Turn_20,Turn_21,Turn_22,Turn_23,Turn_24,Turn_25,Turn_26,Turn_27,Turn_28,Turn_29,Turn_30
conv_010,2.0,7.0,7.0,7.0,4.0,7.0,3.0,7.0,5.0,5.0,7.0,6.0,7.0,7.0,7.0,7.0,6.0,2.0,7.0,4.0,8.0,7.0,7.0,4.0,6.0,5.0,3.0,5.0,7.0,8.0
conv_011,2.0,8.0,7.0,8.0,8.0,2.0,4.0,8.0,7.0,8.0,3.0,8.0,8.0,7.0,4.0,8.0,8.0,3.0,8.0,3.0,4.0,8.0,8.0,8.0,3.0,7.0,8.0,4.0,2.0,8.0
conv_012,8.0,2.0,8.0,7.0,1.0,3.0,2.0,2.0,6.0,1.0,3.0,2.0,2.0,2.0,8.0,8.0,2.0,2.0,2.0,3.0,2.0,2.0,7.0,8.0,8.0,7.0,3.0,7.0,8.0,7.0
conv_013,5.0,8.0,7.0,8.0,6.0,2.0,8.0,7.0,8.0,8.0,8.0,7.0,3.0,8.0,8.0,6.0,8.0,2.0,7.0,8.0,8.0,7.0,8.0,8.0,2.0,6.0,7.0,2.0,8.0,2.0
conv_014,7.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,3.0,7.0,7.0,10.0,8.0,8.0,5.0,7.0,8.0,2.0,4.0,8.0,8.0,2.0,8.0,8.0,2.0,8.0,8.0,8.0
conv_015,7.0,7.0,7.0,8.0,8.0,2.0,6.0,4.0,7.0,3.0,7.0,2.0,3.0,7.0,3.0,8.0,7.0,1.0,7.0,3.0,1.0,8.0,7.0,3.0,2.0,3.0,3.0,7.0,2.0,2.0
conv_016,1.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,3.0,6.0,7.0,7.0,2.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,6.0,8.0,8.0,6.0,5.0
conv_017,7.0,8.0,7.0,8.0,8.0,7.0,6.0,7.0,6.0,7.0,7.0,10.0,8.0,6.0,8.0,8.0,6.0,3.0,6.0,7.0,7.0,7.0,8.0,8.0,8.0,7.0,7.0,3.0,7.0,8.0
conv_018,8.0,8.0,8.0,8.0,8.0,4.0,3.0,8.0,7.0,8.0,6.0,7.0,2.0,7.0,2.0,8.0,3.0,2.0,8.0,2.0,2.0,8.0,3.0,7.0,2.0,5.0,4.0,2.0,7.0,1.0
conv_019,7.0,8.0,7.0,6.0,7.0,7.0,6.0,4.0,7.0,8.0,6.0,8.0,6.0,7.0,8.0,5.0,8.0,7.0,6.0,7.0,5.0,8.0,5.0,8.0,8.0,6.0,7.0,8.0,8.0,6.0
conv_020,4.0,8.0,7.0,6.0,8.0,8.0,2.0,2.0,7.0,8.0,7.0,8.0,6.0,8.0,7.0,6.0,8.0,8.0,7.0,6.0,6.0,7.0,6.0,3.0,8.0,1.0,8.0,7.0,8.0,7.0
conv_021,3.0,6.0,4.0,3.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,2.0,8.0,8.0,7.0,8.0,8.0,8.0,7.0,2.0,8.0,1.0,7.0,3.0,8.0,8.0,7.0,8.0,8.0
conv_022,7.0,8.0,4.0,8.0,8.0,1.0,4.0,5.0,5.0,5.0,7.0,2.0,7.0,8.0,7.0,6.0,3.0,6.0,4.0,4.0,2.0,7.0,8.0,6.0,4.0,6.0,8.0,7.0,2.0,7.0
conv_023,4.0,7.0,7.0,6.0,5.0,5.0,8.0,8.0,4.0,8.0,5.0,4.0,7.0,6.0,7.0,7.0,8.0,5.0,8.0,8.0,7.0,4.0,8.0,8.0,7.0,7.0,7.0,7.0,5.0,8.0
conv_024,8.0,8.0,8.0,8.0,8.0,4.0,7.0,7.0,7.0,8.0,2.0,2.0,7.0,7.0,7.0,7.0,8.0,8.0,7.0,5.0,8.0,8.0,6.0,5.0,8.0,7.0,7.0,7.0,7.0,8.0
conv_025,5.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,6.0,6.0,6.0,7.0,8.0,8.0,8.0,7.0,5.0,5.0,8.0,7.0,8.0,7.0,7.0,7.0,7.0,8.0,3.0,7.0
conv_026,7.0,7.0,8.0,5.0,7.0,5.0,8.0,8.0,7.0,7.0,7.0,7.0,8.0,8.0,7.0,8.0,7.0,6.0,7.0,8.0,7.0,3.0,7.0,7.0,7.0,7.0,6.0,7.0,8.0,6.0
conv_027,5.0,8.0,6.0,8.0,8.0,8.0,3.0,4.0,6.0,7.0,3.0,7.0,8.0,7.0,8.0,3.0,7.0,7.0,7.0,6.0,8.0,4.0,5.0,6.0,4.0,7.0,8.0,7.0,4.0,8.0
conv_028,7.0,8.0,8.0,8.0,7.0,7.0,7.0,4.0,8.0,7.0,8.0,8.0,8.0,8.0,7.0,8.0,7.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,6.0,7.0,5.0
conv_029,2.0,8.0,3.0,7.0,2.0,8.0,8.0,2.0,8.0,8.0,8.0,7.0,2.0,7.0,2.0,8.0,7.0,3.0,3.0,8.0,8.0,8.0,7.0,8.0,7.0,8.0,7.0,8.0,8.0,8.0
conv_030,7.0,8.0,8.0,7.0,7.0,8.0,8.0,4.0,7.0,7.0,7.0,8.0,6.0,8.0,7.0,8.0,7.0,5.0,7.0,7.0,5.0,7.0,7.0,7.0,8.0,3.0,6.0,6.0,8.0,8.0
conv_031,5.0,6.0,8.0,3.0,8.0,6.0,7.0,8.0,4.0,3.0,2.0,5.0,7.0,8.0,7.0,8.0,5.0,5.0,7.0,2.0,5.0,7.0,5.0,8.0,4.0,4.0,7.0,6.0,3.0,5.0
conv_032,8.0,7.0,7.0,7.0,7.0,4.0,6.0,7.0,7.0,6.0,3.0,8.0,6.0,7.0,7.0,7.0,8.0,7.0,8.0,7.0,7.0,6.0,5.0,8.0,6.0,7.0,6.0,7.0,6.0,4.0
conv_033,4.0,8.0,8.0,4.0,8.0,8.0,5.0,4.0,7.0,4.0,8.0,7.0,2.0,8.0,8.0,6.0,2.0,7.0,8.0,4.0,8.0,8.0,6.0,8.0,3.0,8.0,7.0,7.0,7.0,8.0
conv_034,7.0,6.0,4.0,8.0,8.0,2.0,8.0,3.0,7.0,8.0,3.0,3.0,6.0,7.0,4.0,8.0,6.0,2.0,7.0,4.0,6.0,5.0,8.0,8.0,5.0,4.0,4.0,6.0,7.0,4.0
conv_035,7.0,8.0,7.0,8.0,8.0,7.0,8.0,7.0,2.0,2.0,3.0,8.0,5.0,2.0,2.0,8.0,8.0,2.0,2.0,6.0,8.0,3.0,8.0,7.0,7.0,2.0,5.0,7.0,7.0,4.0
conv_036,3.0,8.0,8.0,8.0,8.0,7.0,2.0,7.0,8.0,5.0,5.0,8.0,8.0,8.0,7.0,8.0,7.0,6.0,3.0,8.0,3.0,3.0,8.0,8.0,8.0,8.0,2.0,7.0,3.0,7.0
conv_037,7.0,7.0,8.0,2.0,8.0,8.0,8.0,5.0,8.0,7.0,4.0,7.0,4.0,5.0,6.0,7.0,5.0,8.0,4.0,7.0,8.0,7.0,2.0,5.0,6.0,8.0,7.0,8.0,7.0,7.0
conv_038,8.0,7.0,7.0,6.0,7.0,6.0,7.0,4.0,5.0,7.0,6.0,7.0,7.0,6.0,6.0,4.0,7.0,7.0,7.0,3.0,8.0,7.0,5.0,7.0,6.0,8.0,7.0,6.0,7.0,7.0
conv_039,5.0,8.0,7.0,6.0,4.0,4.0,5.0,7.0,3.0,3.0,8.0,7.0,3.0,3.0,5.0,5.0,4.0,8.0,3.0,7.0,6.0,4.0,6.0,7.0,5.0,3.0,4.0,7.0,7.0,2.0
conv_040,7.0,5.0,8.0,8.0,7.0,8.0,8.0,8.0,2.0,8.0,7.0,8.0,4.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,3.0,8.0,8.0,8.0,2.0,8.0,7.0,7.0,1.0
conv_041,4.0,8.0,8.0,8.0,8.0,8.0,2.0,7.0,7.0,2.0,7.0,7.0,2.0,7.0,7.0,4.0,8.0,7.0,4.0,3.0,3.0,3.0,7.0,8.0,2.0,3.0,8.0,3.0,7.0,7.0
conv_042,8.0,7.0,7.0,8.0,8.0,8.0,3.0,8.0,3.0,8.0,8.0,7.0,2.0,2.0,2.0,7.0,3.0,2.0,6.0,2.0,2.0,6.0,8.0,2.0,8.0,5.0,2.0,3.0,8.0,2.0
conv_043,8.0,8.0,8.0,8.0,8.0,8.0,8.0,5.0,8.0,5.0,7.0,7.0,8.0,7.0,7.0,8.0,7.0,5.0,6.0,8.0,4.0,7.0,8.0,6.0,2.0,5.0,8.0,6.0,7.0,8.0
conv_044,8.0,8.0,6.0,8.0,7.0,8.0,7.0,8.0,5.0,8.0,4.0,2.0,8.0,8.0,8.0,3.0,2.0,2.0,8.0,2.0,2.0,5.0,8.0,7.0,8.0,3.0,3.0,3.0,7.0,2.0
conv_045,8.0,2.0,2.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,2.0,8.0,8.0,7.0,8.0,8.0,7.0
conv_046,4.0,6.0,7.0,2.0,8.0,2.0,8.0,8.0,8.0,7.0,3.0,4.0,3.0,8.0,3.0,8.0,8.0,2.0,6.0,4.0,2.0,8.0,8.0,2.0,8.0,7.0,6.0,2.0,1.0,8.0
conv_047,8.0,3.0,8.0,8.0,2.0,8.0,3.0,2.0,2.0,2.0,8.0,8.0,6.0,2.0,2.0,3.0,2.0,8.0,1.0,5.0,7.0,4.0,8.0,4.0,8.0,8.0,8.0,7.0,7.0,7.0
conv_048,8.0,2.0,6.0,2.0,7.0,6.0,6.0,2.0,5.0,8.0,4.0,7.0,6.0,8.0,7.0,8.0,8.0,7.0,3.0,2.0,2.0,3.0,7.0,3.0,5.0,2.0,8.0,2.0,2.0,8.0
conv_049,3.0,8.0,8.0,8.0,3.0,8.0,8.0,8.0,8.0,8.0,2.0,3.0,7.0,7.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,7.0,6.0,2.0,8.0,8.0,7.0,8.0,8.0,8.0
conv_050,6.0,7.0,7.0,7.0,8.0,8.0,6.0,7.0,2.0,8.0,7.0,7.0,7.0,7.0,6.0,4.0,7.0,8.0,8.0,3.0,8.0,8.0,7.0,6.0,4.0,7.0,5.0,8.0,8.0,7.0
conv_051,4.0,3.0,8.0,7.0,8.0,7.0,4.0,8.0,8.0,2.0,8.0,7.0,4.0,8.0,8.0,2.0,4.0,3.0,7.0,7.0,4.0,7.0,4.0,2.0,7.0,7.0,2.0,8.0,6.0,7.0
conv_052,2.0,7.0,8.0,7.0,7.0,8.0,8.0,4.0,8.0,2.0,8.0,3.0,8.0,8.0,8.0,4.0,8.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,7.0,2.0,8.0,8.0,8.0,5.0
conv_053,8.0,5.0,8.0,7.0,7.0,6.0,7.0,7.0,5.0,7.0,8.0,6.0,5.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,7.0,7.0,6.0,7.0,6.0,7.0,6.0,6.0,6.0,7.0
conv_054,3.0,8.0,8.0,8.0,3.0,8.0,3.0,3.0,8.0,7.0,2.0,8.0,7.0,7.0,7.0,8.0,7.0,8.0,5.0,8.0,4.0,8.0,7.0,5.0,7.0,7.0,8.0,8.0,8.0,7.0
conv_055,7.0,7.0,7.0,7.0,7.0,8.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,7.0,4.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,4.0,7.0,8.0,7.0
conv_056,3.0,3.0,6.0,6.0,3.0,7.0,2.0,7.0,5.0,3.0,7.0,4.0,7.0,6.0,5.0,6.0,4.0,4.0,4.0,8.0,7.0,2.0,6.0,7.0,7.0,7.0,5.0,7.0,8.0,5.0
conv_057,8.0,8.0,8.0,7.0,8.0,8.0,7.0,8.0,8.0,8.0,6.0,8.0,8.0,7.0,7.0,7.0,8.0,7.0,8.0,8.0,8.0,7.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0
conv_058,8.0,2.0,2.0,8.0,7.0,7.0,8.0,5.0,8.0,5.0,7.0,2.0,3.0,8.0,4.0,2.0,8.0,6.0,4.0,7.0,4.0,7.0,3.0,7.0,4.0,8.0,7.0,2.0,8.0,6.0
conv_059,6.0,8.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,7.0,7.0,8.0,7.0,7.0,8.0,6.0,7.0,7.0,3.0,3.0,7.0,7.0,6.0,7.0,7.0,7.0,4.0,7.0,6.0,7.0
conv_060,6.0,7.0,8.0,7.0,8.0,7.0,7.0,6.0,5.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,6.0,4.0,7.0,7.0,7.0,6.0,4.0,8.0
conv_061,2.0,2.0,8.0,8.0,7.0,8.0,8.0,2.0,8.0,6.0,8.0,8.0,8.0,6.0,7.0,8.0,7.0,8.0,8.0,8.0,7.0,2.0,8.0,8.0,7.0,2.0,7.0,8.0,8.0,2.0
conv_062,5.0,6.0,7.0,8.0,7.0,8.0,6.0,6.0,8.0,7.0,6.0,3.0,3.0,2.0,7.0,7.0,6.0,6.0,7.0,2.0,6.0,7.0,7.0,4.0,7.0,7.0,6.0,7.0,7.0,6.0
conv_063,3.0,8.0,8.0,8.0,8.0,7.0,8.0,7.0,8.0,8.0,8.0,3.0,4.0,7.0,7.0,7.0,7.0,8.0,8.0,2.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
conv_064,5.0,7.0,3.0,8.0,8.0,3.0,7.0,7.0,7.0,6.0,7.0,8.0,7.0,6.0,6.0,8.0,6.0,7.0,7.0,7.0,8.0,8.0,7.0,4.0,8.0,7.0,4.0,6.0,7.0,7.0
conv_065,6.0,3.0,8.0,2.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,8.0,4.0,7.0,7.0,8.0,8.0,7.0,6.0,7.0,5.0,8.0,6.0,3.0,5.0,3.0,7.0,8.0
conv_066,7.0,7.0,2.0,3.0,6.0,6.0,6.0,2.0,3.0,5.0,6.0,4.0,8.0,3.0,7.0,4.0,4.0,5.0,5.0,5.0,7.0,7.0,4.0,3.0,3.0,5.0,7.0,7.0,8.0,4.0
conv_067,7.0,8.0,8.0,7.0,7.0,5.0,4.0,8.0,7.0,6.0,8.0,8.0,7.0,8.0,7.0,7.0,3.0,7.0,6.0,7.0,7.0,8.0,8.0,5.0,7.0,8.0,7.0,7.0,8.0,5.0
conv_068,7.0,8.0,8.0,2.0,8.0,8.0,8.0,8.0,2.0,3.0,7.0,4.0,8.0,2.0,8.0,3.0,3.0,8.0,8.0,4.0,7.0,4.0,5.0,8.0,3.0,3.0,8.0,2.0,8.0,2.0
conv_069,2.0,7.0,6.0,7.0,7.0,6.0,7.0,7.0,8.0,7.0,7.0,7.0,4.0,4.0,6.0,7.0,8.0,3.0,7.0,6.0,5.0,7.0,6.0,7.0,5.0,7.0,5.0,4.0,6.0,7.0
conv_070,5.0,8.0,8.0,8.0,6.0,7.0,8.0,7.0,2.0,8.0,7.0,7.0,8.0,3.0,7.0,6.0,8.0,8.0,2.0,8.0,4.0,2.0,8.0,2.0,3.0,2.0,8.0,8.0,8.0,7.0
conv_071,8.0,3.0,7.0,7.0,7.0,4.0,7.0,8.0,4.0,6.0,7.0,5.0,7.0,7.0,8.0,8.0,5.0,2.0,7.0,4.0,8.0,8.0,7.0,7.0,8.0,6.0,2.0,4.0,8.0,3.0
conv_072,8.0,8.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,2.0,6.0,8.0,2.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,7.0,8.0
conv_073,7.0,8.0,7.0,8.0,8.0,7.0,8.0,7.0,8.0,7.0,8.0,8.0,7.0,7.0,6.0,7.0,8.0,7.0,8.0,7.0,4.0,8.0,8.0,7.0,6.0,8.0,3.0,7.0,8.0,8.0
conv_074,7.0,8.0,7.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,7.0,6.0,3.0,8.0,8.0,8.0,7.0,8.0,8.0,5.0,7.0,4.0,8.0,7.0,8.0,8.0,8.0,7.0,8.0,7.0
conv_075,1.0,8.0,6.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,3.0,4.0,7.0,2.0,3.0,6.0,7.0,4.0,5.0,8.0,7.0,7.0,3.0,3.0,5.0,7.0,7.0,5.0,8.0
conv_076,8.0,3.0,6.0,7.0,7.0,8.0,8.0,7.0,4.0,8.0,7.0,3.0,7.0,7.0,4.0,8.0,6.0,7.0,7.0,6.0,7.0,8.0,5.0,3.0,5.0,7.0,4.0,4.0,7.0,2.0
conv_077,7.0,6.0,8.0,8.0,3.0,4.0,8.0,8.0,7.0,8.0,7.0,2.0,8.0,6.0,8.0,8.0,7.0,8.0,7.0,7.0,7.0,5.0,8.0,4.0,3.0,7.0,7.0,3.0,8.0,8.0
conv_078,6.0,8.0,8.0,8.0,8.0,2.0,8.0,2.0,3.0,8.0,3.0,6.0,4.0,2.0,2.0,4.0,2.0,4.0,3.0,7.0,3.0,7.0,7.0,8.0,7.0,2.0,8.0,7.0,8.0,2.0
conv_079,5.0,7.0,8.0,2.0,6.0,2.0,8.0,2.0,8.0,7.0,8.0,8.0,7.0,8.0,2.0,8.0,8.0,7.0,4.0,8.0,3.0,2.0,2.0,8.0,2.0,7.0,1.0,6.0,7.0,8.0
conv_080,5.0,8.0,8.0,8.0,7.0,8.0,8.0,7.0,7.0,3.0,7.0,8.0,8.0,7.0,8.0,8.0,7.0,8.0,7.0,8.0,7.0,7.0,6.0,2.0,8.0,7.0,7.0,2.0,8.0,8.0
conv_081,4.0,8.0,7.0,8.0,4.0,8.0,7.0,4.0,8.0,7.0,8.0,7.0,8.0,8.0,4.0,8.0,8.0,7.0,8.0,8.0,4.0,5.0,6.0,7.0,4.0,8.0,7.0,8.0,7.0,7.0
conv_082,3.0,3.0,8.0,8.0,5.0,10.0,8.0,2.0,7.0,3.0,8.0,7.0,8.0,8.0,8.0,7.0,7.0,8.0,8.0,8.0,6.0,7.0,3.0,2.0,5.0,7.0,8.0,5.0,6.0,7.0
conv_083,8.0,8.0,8.0,6.0,7.0,6.0,8.0,8.0,8.0,7.0,7.0,4.0,7.0,7.0,7.0,8.0,8.0,7.0,4.0,7.0,7.0,8.0,4.0,7.0,8.0,8.0,7.0,7.0,6.0,7.0
conv_084,2.0,7.0,8.0,7.0,3.0,8.0,8.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,8.0,8.0,7.0,8.0,5.0,7.0,3.0,3.0,4.0,8.0,8.0,8.0,7.0,3.0,7.0,3.0
conv_085,3.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,8.0,7.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,3.0,6.0,7.0,8.0,7.0,5.0,8.0,7.0,7.0,7.0,7.0
conv_086,7.0,8.0,7.0,6.0,6.0,7.0,5.0,7.0,7.0,8.0,7.0,6.0,8.0,3.0,3.0,8.0,7.0,7.0,7.0,7.0,7.0,4.0,6.0,4.0,5.0,3.0,6.0,8.0,5.0,7.0
conv_087,7.0,6.0,8.0,3.0,8.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,2.0,7.0,8.0,7.0,6.0,7.0,7.0,8.0,6.0,8.0,7.0,5.0,8.0,8.0,7.0,5.0
conv_088,8.0,7.0,8.0,8.0,8.0,8.0,6.0,6.0,5.0,8.0,4.0,7.0,7.0,6.0,4.0,7.0,8.0,4.0,6.0,2.0,4.0,2.0,7.0,2.0,8.0,3.0,5.0,7.0,6.0,4.0
conv_089,8.0,7.0,7.0,4.0,7.0,3.0,8.0,8.0,7.0,4.0,2.0,4.0,6.0,7.0,7.0,4.0,8.0,8.0,7.0,8.0,5.0,8.0,7.0,7.0,2.0,2.0,6.0,4.0,8.0,5.0
conv_090,3.0,7.0,8.0,1.0,7.0,8.0,4.0,7.0,3.0,10.0,8.0,3.0,5.0,8.0,8.0,7.0,7.0,2.0,7.0,8.0,7.0,3.0,7.0,3.0,3.0,3.0,7.0,2.0,2.0,3.0
conv_091,8.0,8.0,7.0,4.0,3.0,8.0,7.0,8.0,8.0,7.0,2.0,8.0,7.0,4.0,4.0,6.0,2.0,7.0,8.0,6.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,4.0,6.0
conv_092,3.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,6.0,7.0,3.0,7.0,4.0,4.0,8.0,8.0,8.0,7.0,8.0,4.0,6.0,7.0,8.0,3.0,7.0,2.0
conv_093,5.0,8.0,8.0,8.0,8.0,6.0,7.0,8.0,8.0,8.0,6.0,8.0,2.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,2.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
conv_094,7.0,8.0,8.0,8.0,8.0,4.0,7.0,8.0,4.0,3.0,6.0,7.0,4.0,5.0,4.0,4.0,8.0,7.0,7.0,8.0,3.0,8.0,8.0,7.0,5.0,8.0,4.0,3.0,2.0,4.0
conv_095,3.0,2.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,2.0,8.0,8.0,4.0,8.0,2.0,8.0,8.0,8.0,7.0,8.0,7.0,8.0,8.0,8.0,3.0,2.0
conv_096,7.0,7.0,6.0,7.0,7.0,8.0,5.0,7.0,7.0,8.0,6.0,7.0,6.0,8.0,7.0,7.0,3.0,7.0,8.0,8.0,7.0,8.0,7.0,7.0,8.0,7.0,8.0,8.0,7.0,8.0
conv_097,5.0,3.0,7.0,6.0,3.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,8.0,6.0,8.0,8.0,7.0,7.0,6.0,8.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0
conv_098,2.0,2.0,2.0,8.0,7.0,8.0,8.0,10.0,8.0,8.0,8.0,8.0,7.0,8.0,7.0,10.0,7.0,8.0,8.0,3.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0
conv_099,2.0,8.0,6.0,8.0,5.0,4.0,7.0,8.0,7.0,4.0,2.0,7.0,7.0,7.0,4.0,5.0,6.0,7.0,8.0,7.0,8.0,4.0,6.0,7.0,5.0,7.0,7.0,7.0,8.0,6.0
conv_100,3.0,8.0,8.0,8.0,8.0,7.0,3.0,8.0,2.0,8.0,8.0,7.0,8.0,2.0,3.0,8.0,7.0,2.0,3.0,7.0,7.0,2.0,3.0,7.0,7.0,2.0,8.0,2.0,8.0,2.0
conv_101,3.0,3.0,7.0,7.0,6.0,8.0,8.0,2.0,8.0,6.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,6.0,7.0,8.0,7.0,8.0,7.0,8.0,2.0,6.0,8.0,3.0,8.0,8.0
conv_102,7.0,8.0,7.0,6.0,3.0,7.0,7.0,5.0,7.0,4.0,6.0,4.0,7.0,2.0,6.0,4.0,7.0,7.0,7.0,5.0,5.0,5.0,7.0,5.0,6.0,8.0,8.0,7.0,7.0,8.0
conv_103,6.0,6.0,7.0,8.0,7.0,8.0,7.0,7.0,7.0,7.0,5.0,8.0,6.0,7.0,8.0,7.0,7.0,8.0,7.0,8.0,2.0,6.0,7.0,7.0,7.0,7.0,7.0,8.0,4.0,8.0
conv_104,7.0,7.0,2.0,5.0,8.0,3.0,4.0,2.0,7.0,5.0,7.0,3.0,7.0,5.0,6.0,7.0,7.0,5.0,3.0,2.0,7.0,6.0,4.0,5.0,7.0,3.0,5.0,7.0,6.0,4.0
conv_105,3.0,8.0,5.0,6.0,7.0,7.0,8.0,3.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,8.0,7.0,7.0,8.0,8.0,7.0,7.0,7.0,4.0,5.0,8.0,7.0,7.0,8.0,7.0
conv_106,7.0,7.0,7.0,7.0,6.0,8.0,7.0,7.0,8.0,7.0,7.0,7.0,5.0,5.0,3.0,7.0,6.0,5.0,6.0,6.0,6.0,6.0,7.0,3.0,7.0,7.0,8.0,5.0,3.0,7.0
conv_107,3.0,8.0,3.0,4.0,7.0,3.0,7.0,7.0,8.0,7.0,4.0,3.0,2.0,6.0,4.0,7.0,7.0,7.0,5.0,2.0,2.0,2.0,7.0,8.0,4.0,4.0,7.0,7.0,8.0,8.0
